protraits_taxID;protraits_genus;protraits_species;protraits_strain;protraits_speciesStrain;protraits_misclassified;protraits_gram;protraits_substrate;protraits_source
555793;Novosphingobium;Novosphingobium sp. ;Rr 2-17;Novosphingobium sp. Rr 2-17;no;negative;;
169176;Novosphingobium;Novosphingobium tardaugens;;Novosphingobium tardaugens;no;negative;;
526216;Oceanibaculum;Oceanibaculum indicum;;Oceanibaculum indicum;no;negative;;
225422;Oceanibulbus;Oceanibulbus indolifex;;Oceanibulbus indolifex;no;negative;alkalinePhosphatase;
153233;Oceanicaulis;Oceanicaulis alexandrii;;Oceanicaulis alexandrii;no;negative;;
314254;Oceanicaulis;Oceanicaulis sp. ;HTCC2633;Oceanicaulis sp. HTCC2633;no;negative;;
314255;Oceanicola;Oceanicola batsensis;;Oceanicola batsensis;no;negative;alkalinePhosphatase;
511062;Oceanimonas;Oceanimonas sp. ;GK1;Oceanimonas sp. GK1;no;negative;esteraseLipaseC8|catalase|oxidase;
1046117;Oceaniovalibus;Oceaniovalibus guishaninsula;;Oceaniovalibus guishaninsula;no;negative;;
187137;Oceanithermus;Oceanithermus profundus;;Oceanithermus profundus;no;negative;;freeLiving
182710;Oceanobacillus;Oceanobacillus iheyensis;;Oceanobacillus iheyensis;no;positive;esteraseLipaseC8|esteraseC4|dextrin|glucose;freeLiving
529;Ochrobactrum;Ochrobactrum anthropi;;Ochrobactrum anthropi;no;negative;fructose;host
94625;Ochrobactrum;Ochrobactrum intermedium;;Ochrobactrum intermedium;no;negative;;
1390361;Ochrobactrum;Ochrobactrum sp. ;EGD-AQ16;Ochrobactrum sp. EGD-AQ16;no;negative;;host
1217908;Octadecabacter;Octadecabacter antarcticus;;Octadecabacter antarcticus;no;negative;alkalinePhosphatase;
53946;Octadecabacter;Octadecabacter arcticus;;Octadecabacter arcticus;no;negative;;
626933;Odoribacter;Odoribacter laneus;;Odoribacter laneus;no;negative;;
28118;Odoribacter;Odoribacter splanchnicus;;Odoribacter splanchnicus;no;negative;;host|fecal
336988;Oenococcus;Oenococcus kitaharae;;Oenococcus kitaharae;no;;;
1247;Oenococcus;Oenococcus oeni;;Oenococcus oeni;no;positive;fructose;
40137;Oligotropha;Oligotropha carboxidovorans;;Oligotropha carboxidovorans;no;negative;leucine;freeLiving
138595;Olsenella;Olsenella profusa;;Olsenella profusa;no;;;
661086;Olsenella;Olsenella sp. ;oral taxon 809;Olsenella sp. oral taxon 809;no;;;
133926;Olsenella;Olsenella uli;;Olsenella uli;no;;;host
100379;Onion;Onion yellows ;phytoplasma;Onion yellows phytoplasma;no;;;host
278956;Opitutaceae;Opitutaceae bacterium ;TAV1;Opitutaceae bacterium TAV1;no;negative;;
794903;Opitutaceae;Opitutaceae bacterium ;TAV5;Opitutaceae bacterium TAV5;no;negative;;
107709;Opitutus;Opitutus terrae;;Opitutus terrae;no;negative;;freeLiving
1501332;Oribacterium;Oribacterium asaccharolyticum;;Oribacterium asaccharolyticum;no;;;host
1501329;Oribacterium;Oribacterium parvum;;Oribacterium parvum;no;;;
652706;Oribacterium;Oribacterium sp. ;oral taxon 078;Oribacterium sp. oral taxon 078;no;negative;;
712414;Oribacterium;Oribacterium sp. ;oral taxon 108;Oribacterium sp. oral taxon 108;no;;;host
784;Orientia;Orientia tsutsugamushi;;Orientia tsutsugamushi;no;negative;esteraseLipaseC8;host
1147159;Ornithinibacillus;Ornithinibacillus scapharcae;;Ornithinibacillus scapharcae;no;positive;dextrin;
384677;Ornithinimicrobium;Ornithinimicrobium pekingense;;Ornithinimicrobium pekingense;no;positive;;
28251;Ornithobacterium;Ornithobacterium rhinotracheale;;Ornithobacterium rhinotracheale;no;negative;dextrin;
118323;Oscillatoria;Oscillatoria acuminata;;Oscillatoria acuminata;no;negative;;freeLiving
482564;Oscillatoria;Oscillatoria nigro-viridis;;Oscillatoria nigro-viridis;no;negative;;freeLiving
864702;Oscillatoriales;Oscillatoriales cyanobacterium ;JSC-12;Oscillatoriales cyanobacterium JSC-12;no;negative;;freeLiving
1235797;Oscillibacter;Oscillibacter sp. ;01.mar;Oscillibacter sp. 1-3;no;;;
351091;Oscillibacter;Oscillibacter valericigenes;;Oscillibacter valericigenes;no;;esteraseLipaseC8;host|fecal
104176;Oscillochloris;Oscillochloris trichoides;;Oscillochloris trichoides;no;negative;;
219182;Ottowia;Ottowia thiooxydans;;Ottowia thiooxydans;no;negative;α-ketoglutaricAcid;
253245;Owenweeksia;Owenweeksia hongkongensis;;Owenweeksia hongkongensis;no;negative;esteraseLipaseC8|valineArylamidase;
847;Oxalobacter;Oxalobacter formigenes;;Oxalobacter formigenes;no;negative;;
1158293;Oxalobacteraceae;Oxalobacteraceae bacterium ;AB_14;Oxalobacteraceae bacterium AB_14;no;negative;glutamate|α-ketoglutaricAcid|alanine;
44250;Paenibacillus;Paenibacillus alvei;;Paenibacillus alvei;no;;;
343517;Paenibacillus;Paenibacillus barengoltzii;;Paenibacillus barengoltzii;no;;;freeLiving
59840;Paenibacillus;Paenibacillus curdlanolyticus;;Paenibacillus curdlanolyticus;no;;;
228574;Paenibacillus;Paenibacillus lactis;;Paenibacillus lactis;no;;;freeLiving
1464;Paenibacillus;Paenibacillus larvae;;Paenibacillus larvae;no;;;
61624;Paenibacillus;Paenibacillus mucilaginosus;;Paenibacillus mucilaginosus;no;;d-malicAcid;freeLiving
59893;Paenibacillus;Paenibacillus peoriae;;Paenibacillus peoriae;no;positive;glucose;
1406;Paenibacillus;Paenibacillus polymyxa;;Paenibacillus polymyxa;no;positive;α-ketoglutaricAcid;
944559;Paenibacillus;Paenibacillus sp. ;HGF7;Paenibacillus sp. HGF7;no;;;freeLiving
1078505;Paenibacillus;Paenibacillus sp. ;HGH0039;Paenibacillus sp. HGH0039;no;;;freeLiving
1034769;Paenibacillus;Paenibacillus sp. ;HW567;Paenibacillus sp. HW567;no;;;freeLiving
324057;Paenibacillus;Paenibacillus sp. ;JDR-2;Paenibacillus sp. JDR-2;no;positive;cellobiose|esteraseLipaseC8|β-glucosidase|turanose;freeLiving
481743;Paenibacillus;Paenibacillus sp. ;Y412MC10;Paenibacillus sp. Y412MC10;no;positive;cellobiose|esteraseLipaseC8|turanose;freeLiving
159743;Paenibacillus;Paenibacillus terrae;;Paenibacillus terrae;no;positive;cellobiose|esteraseLipaseC8|glycerol|mannitol|turanose|β-galactosidase|glucose;freeLiving
71995;Paenibacillus;Paenibacillus vortex;;Paenibacillus vortex;no;positive;;freeLiving
1078085;Paenisporosarcina;Paenisporosarcina sp. ;HGH0030;Paenisporosarcina sp. HGH0030;no;positive;dextrin;
185300;Paludibacter;Paludibacter propionicigenes;;Paludibacter propionicigenes;no;negative;;freeLiving
93220;Pandoraea;Pandoraea pnomenusa;;Pandoraea pnomenusa;no;;;
121719;Pannonibacter;Pannonibacter phragmitetus;;Pannonibacter phragmitetus;no;negative;;
549;Pantoea;Pantoea agglomerans;;Pantoea agglomerans;no;negative;aspartate;host
553;Pantoea;Pantoea ananatis;;Pantoea ananatis;no;negative;esteraseLipaseC8|glycerol|mannitol|trehalose|gluconate|β-galactosidase|aspartate|glucose;host|plants
59814;Pantoea;Pantoea dispersa;;Pantoea dispersa;no;negative;esteraseLipaseC8|trehalose;
517433;Pantoea;Pantoea sp. ;aB;Pantoea sp. aB;no;negative;esteraseLipaseC8|mannitol|trehalose;host
1332069;Pantoea;Pantoea sp. ;AS-PWVM4;Pantoea sp. AS-PWVM4;no;negative;esteraseLipaseC8;host
592316;Pantoea;Pantoea sp. ;At-9b;Pantoea sp. At-9b;no;negative;mannitol|gluconate|β-galactosidase|aspartate|glucose;host|plants
697871;Pantoea;Pantoea sp. ;SL1_M5;Pantoea sp. SL1_M5;no;negative;mannitol|trehalose|aspartate;host
66269;Pantoea;Pantoea stewartii;;Pantoea stewartii;no;negative;trehalose;
470934;Pantoea;Pantoea vagans;;Pantoea vagans;no;negative;esteraseLipaseC8|mannitol|trehalose|gluconate|aspartate|glucose;host|plants
823;Parabacteroides;Parabacteroides distasonis;;Parabacteroides distasonis;no;negative;;host|human|digestiveSystem|fecal
328812;Parabacteroides;Parabacteroides goldsteinii;;Parabacteroides goldsteinii;no;;;host|fecal
387661;Parabacteroides;Parabacteroides johnsonii;;Parabacteroides johnsonii;no;;;host|digestiveSystem|fecal
46503;Parabacteroides;Parabacteroides merdae;;Parabacteroides merdae;no;;;host|digestiveSystem|fecal
469591;Parabacteroides;Parabacteroides sp. ;20_3;Parabacteroides sp. 20_3;no;;;host|fecal
1235803;Parabacteroides;Parabacteroides sp. ;ASF519;Parabacteroides sp. ASF519;no;negative;β-glucosidase;host|fecal
658661;Parabacteroides;Parabacteroides sp. ;D25;Parabacteroides sp. D25;no;;;host|digestiveSystem|fecal
83552;Parachlamydia;Parachlamydia acanthamoebae;;Parachlamydia acanthamoebae;no;negative;;host
34003;Paracoccus;Paracoccus aminophilus;;Paracoccus aminophilus;no;negative;;
266;Paracoccus;Paracoccus denitrificans;;Paracoccus denitrificans;no;negative;alkalinePhosphatase;freeLiving
78258;Parascardovia;Parascardovia denticolens;;Parascardovia denticolens;no;;β-glucosidase|α-galactosidase;
256618;Parvibaculum;Parvibaculum lavamentivorans;;Parvibaculum lavamentivorans;no;negative;alkalinePhosphatase;wastewater|freeLiving
33033;Parvimonas;Parvimonas micra;;Parvimonas micra;no;;;host
671230;Parvimonas;Parvimonas sp. ;oral taxon 110;Parvimonas sp. oral taxon 110;no;;;host
713008;Parvimonas;Parvimonas sp. ;oral taxon 393;Parvimonas sp. oral taxon 393;no;;;host
208216;Parvularcula;Parvularcula bermudensis;;Parvularcula bermudensis;no;negative;;freeLiving
747;Pasteurella;Pasteurella multocida;;Pasteurella multocida;no;negative;esteraseLipaseC8;host
588672;Patulibacter;Patulibacter americanus;;Patulibacter americanus;no;;;
29471;Pectobacterium;Pectobacterium atrosepticum;;Pectobacterium atrosepticum;no;negative;esteraseLipaseC8|glycerol|mannitol|trehalose|d-saccharate|aspartate|glucose-6-phosphate|glucose;host|plants
554;Pectobacterium;Pectobacterium carotovorum;;Pectobacterium carotovorum;no;negative;esteraseLipaseC8|esteraseC4|fructose|glycerol|mannitol|malate|trehalose|d-saccharate|l-arabinose|aspartate|glucose-6-phosphate|glucose|galactose;host|plants
1166016;Pectobacterium;Pectobacterium sp. ;SCC3193;Pectobacterium sp. SCC3193;no;negative;esteraseLipaseC8|glycerol|mannitol|n-acetylglucosamine|trehalose|d-saccharate|gentiobiose|l-arabinose|l-rhamnose|aspartate|glucose-6-phosphate|glucose|mannose|galactose;host|plants
55208;Pectobacterium;Pectobacterium wasabiae;;Pectobacterium wasabiae;no;negative;esteraseLipaseC8|glycerol|mannitol|n-acetylglucosamine|trehalose|d-saccharate|gentiobiose|l-arabinose|aspartate|glucose;host|plants
1254;Pediococcus;Pediococcus acidilactici;;Pediococcus acidilactici;no;positive;dextrin;
187452;Pediococcus;Pediococcus claussenii;;Pediococcus claussenii;no;positive;dextrin;
51663;Pediococcus;Pediococcus damnosus;;Pediococcus damnosus;no;positive;;
1255;Pediococcus;Pediococcus pentosaceus;;Pediococcus pentosaceus;no;positive;arbutin|fructose|dextrin;fecal
1122941;Pedobacter;Pedobacter glucosidilyticus;;Pedobacter glucosidilyticus;no;negative;dextrin;
984;Pedobacter;Pedobacter heparinus;;Pedobacter heparinus;no;negative;d-xylose|melibiose|valineArylamidase;freeLiving
1122943;Pedobacter;Pedobacter oryzae;;Pedobacter oryzae;no;negative;valineArylamidase;
151895;Pedobacter;Pedobacter saltans;;Pedobacter saltans;no;negative;alkalinePhosphatase|d-xylose|esteraseLipaseC8|esteraseC4|melibiose|β-glucosidase|dextrin|salicin|valineArylamidase;freeLiving
391596;Pedobacter;Pedobacter sp. ;BAL39;Pedobacter sp. BAL39;no;negative;alkalinePhosphatase|esteraseLipaseC8|melibiose|valineArylamidase;
1032527;Pedosphaera;Pedosphaera parvula;;Pedosphaera parvula;no;negative;;
344736;Pelagibaca;Pelagibaca bermudensis;;Pelagibaca bermudensis;no;negative;alkalinePhosphatase|catalase;
531813;Pelagibacterium;Pelagibacterium halotolerans;;Pelagibacterium halotolerans;no;negative;;freeLiving
19;Pelobacter;Pelobacter carbinolicus;;Pelobacter carbinolicus;no;negative;;freeLiving
29543;Pelobacter;Pelobacter propionicus;;Pelobacter propionicus;no;negative;;freeLiving
1100;Pelodictyon;Pelodictyon luteolum;;Pelodictyon luteolum;no;negative;;freeLiving
34090;Pelodictyon;Pelodictyon phaeoclathratiforme;;Pelodictyon phaeoclathratiforme;no;negative;;freeLiving
365349;Pelosinus;Pelosinus fermentans;;Pelosinus fermentans;no;;;
110500;Pelotomaculum;Pelotomaculum thermopropionicum;;Pelotomaculum thermopropionicum;no;;;freeLiving
1496;Peptoclostridium;Peptoclostridium difficile;;Peptoclostridium difficile;no;;;host
712430;Peptoniphilus;Peptoniphilus sp. ;oral taxon 375;Peptoniphilus sp. oral taxon 375;no;;;
796937;Peptostreptococcaceae;Peptostreptococcaceae bacterium ;ACC19a;Peptostreptococcaceae bacterium ACC19a;no;;;host
796939;Peptostreptococcaceae;Peptostreptococcaceae bacterium ;CM2;Peptostreptococcaceae bacterium CM2;no;;;host
796940;Peptostreptococcaceae;Peptostreptococcaceae bacterium ;CM5;Peptostreptococcaceae bacterium CM5;no;;;host
392589;Perlucidibaca;Perlucidibaca piscinae;;Perlucidibaca piscinae;no;negative;;
309805;Persephonella;Persephonella marina;;Persephonella marina;no;negative;;hydrothermalVent|freeLiving
69499;Petrotoga;Petrotoga mobilis;;Petrotoga mobilis;no;negative;dextrin;freeLiving
60890;Phaeobacter;Phaeobacter gallaeciensis;;Phaeobacter gallaeciensis;no;negative;alkalinePhosphatase|esteraseLipaseC8;freeLiving
221822;Phaeobacter;Phaeobacter inhibens;;Phaeobacter inhibens;no;negative;alkalinePhosphatase|d-xylose|esteraseLipaseC8|esteraseC4|catalase|acetate|oxidase;freeLiving
1083;Phaeospirillum;Phaeospirillum molischianum;;Phaeospirillum molischianum;no;negative;;
284016;Phenylobacterium;Phenylobacterium zucineum;;Phenylobacterium zucineum;no;negative;;
661;Photobacterium;Photobacterium angustum;;Photobacterium angustum;no;negative;alkalinePhosphatase|esteraseLipaseC8;
38293;Photobacterium;Photobacterium damselae;;Photobacterium damselae;no;negative;esteraseLipaseC8;
553611;Photobacterium;Photobacterium leiognathi;;Photobacterium leiognathi;no;;alkalinePhosphatase;
659;Photobacterium;Photobacterium phosphoreum;;Photobacterium phosphoreum;no;;;
74109;Photobacterium;Photobacterium profundum;;Photobacterium profundum;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|catalase;freeLiving
121723;Photobacterium;Photobacterium sp. ;SKA34;Photobacterium sp. SKA34;no;negative;alkalinePhosphatase|esteraseLipaseC8;
291112;Photorhabdus;Photorhabdus asymbiotica;;Photorhabdus asymbiotica;no;negative;esteraseLipaseC8|glycerol|mannitol|glucose;host
29488;Photorhabdus;Photorhabdus luminescens;;Photorhabdus luminescens;no;negative;esteraseLipaseC8|glycerol|trehalose;host
547188;Phycisphaera;Phycisphaera mikurensis;;Phycisphaera mikurensis;no;negative;;
1144343;Phyllobacterium;Phyllobacterium sp. ;YR531;Phyllobacterium sp. YR531;no;negative;;
82076;Picrophilus;Picrophilus torridus;;Picrophilus torridus;no;;;freeLiving
125;Pirellula;Pirellula staleyi;;Pirellula staleyi;no;negative;;freeLiving
119;Planctomyces;Planctomyces brasiliensis;;Planctomyces brasiliensis;no;negative;;freeLiving
120;Planctomyces;Planctomyces limnophilus;;Planctomyces limnophilus;no;negative;;freeLiving
122;Planctomyces;Planctomyces maris;;Planctomyces maris;no;negative;;
247490;planctomycete;planctomycete KSU-1;;planctomycete KSU-1;no;negative;;
161360;Planococcus;Planococcus antarcticus;;Planococcus antarcticus;no;positive;dextrin;
414778;Planococcus;Planococcus donghaensis;;Planococcus donghaensis;no;positive;dextrin;
1215089;Planococcus;Planococcus halocryophilus;;Planococcus halocryophilus;no;;dextrin;
891974;Plautia;Plautia stali ;symbiont;Plautia stali symbiont;no;;aspartate;host
257440;Pleomorphomonas;Pleomorphomonas koreensis;;Pleomorphomonas koreensis;no;negative;;
261934;Pleomorphomonas;Pleomorphomonas oryzae;;Pleomorphomonas oryzae;no;negative;;
191768;Plesiocystis;Plesiocystis pacifica;;Plesiocystis pacifica;no;;;
703;Plesiomonas;Plesiomonas shigelloides;;Plesiomonas shigelloides;no;negative;;host
54308;Pleurocapsa;Pleurocapsa minor;;Pleurocapsa minor;no;negative;;freeLiving
118161;Pleurocapsa;Pleurocapsa sp. ;PCC 7319;Pleurocapsa sp. PCC 7319;no;negative;;
531;Polaribacter;Polaribacter irgensii;;Polaribacter irgensii;no;negative;dextrin;
313598;Polaribacter;Polaribacter sp. ;MED152;Polaribacter sp. MED152;no;negative;;
216465;Polaromonas;Polaromonas naphthalenivorans;;Polaromonas naphthalenivorans;no;negative;α-ketoglutaricAcid;freeLiving
1144318;Polaromonas;Polaromonas sp. ;CF318;Polaromonas sp. CF318;no;negative;glutamate|alanine;
296591;Polaromonas;Polaromonas sp. ;JS666;Polaromonas sp. JS666;no;negative;glutamate|α-ketoglutaricAcid;freeLiving
37448;Polaromonas;Polaromonas vacuolata;;Polaromonas vacuolata;no;;;freeLiving
991904;Polymorphum;Polymorphum gilvum;;Polymorphum gilvum;no;negative;alkalinePhosphatase;freeLiving
576610;Polynucleobacter;Polynucleobacter necessarius;;Polynucleobacter necessarius;no;negative;alkalinePhosphatase;freeLiving
323450;Pontibacter;Pontibacter actiniarum;;Pontibacter actiniarum;no;;;
1123045;Ponticaulis;Ponticaulis koreensis;;Ponticaulis koreensis;no;negative;;
196588;Porphyrobacter;Porphyrobacter cryptus;;Porphyrobacter cryptus;no;negative;;
28123;Porphyromonas;Porphyromonas asaccharolytica;;Porphyromonas asaccharolytica;no;negative;;host
36876;Porphyromonas;Porphyromonas cansulci;;Porphyromonas cansulci;no;negative;;
41976;Porphyromonas;Porphyromonas catoniae;;Porphyromonas catoniae;no;negative;;
28124;Porphyromonas;Porphyromonas endodontalis;;Porphyromonas endodontalis;no;negative;;host
837;Porphyromonas;Porphyromonas gingivalis;;Porphyromonas gingivalis;no;negative;;host
419005;Prevotella;Prevotella amnii;;Prevotella amnii;no;;;host
305719;Prevotella;Prevotella baroniae;;Prevotella baroniae;no;negative;;host
28125;Prevotella;Prevotella bivia;;Prevotella bivia;no;negative;;host
28126;Prevotella;Prevotella buccae;;Prevotella buccae;no;negative;;host|fecal
165179;Prevotella;Prevotella copri;;Prevotella copri;no;;lactose|raffinose;host|fecal
52227;Prevotella;Prevotella dentalis;;Prevotella dentalis;no;negative;;host|oral|fecal
28129;Prevotella;Prevotella denticola;;Prevotella denticola;no;negative;;host|oral|digestiveSystem|humanOralCavity|fecal
28130;Prevotella;Prevotella disiens;;Prevotella disiens;no;;;host
470565;Prevotella;Prevotella histicola;;Prevotella histicola;no;;raffinose|α-glucosidase|glucose;host|fecal
28131;Prevotella;Prevotella intermedia;;Prevotella intermedia;no;negative;;host
1177574;Prevotella;Prevotella jejuni;;Prevotella jejuni;no;;lactose;host
840;Prevotella;Prevotella loescheii;;Prevotella loescheii;no;;;
189722;Prevotella;Prevotella marshii;;Prevotella marshii;no;negative;;host
28132;Prevotella;Prevotella melaninogenica;;Prevotella melaninogenica;no;negative;α-glucosidase;host
189723;Prevotella;Prevotella micans;;Prevotella micans;no;negative;;host
282402;Prevotella;Prevotella multiformis;;Prevotella multiformis;no;negative;;host|oral|digestiveSystem|fecal
310514;Prevotella;Prevotella multisaccharivorax;;Prevotella multisaccharivorax;no;negative;raffinose;host|fecal
28133;Prevotella;Prevotella nigrescens;;Prevotella nigrescens;no;;;host
28134;Prevotella;Prevotella oralis;;Prevotella oralis;no;negative;;host|fecal
28135;Prevotella;Prevotella oris;;Prevotella oris;no;negative;α-glucosidase;host|fecal
407975;Prevotella;Prevotella pleuritidis;;Prevotella pleuritidis;no;negative;;host
839;Prevotella;Prevotella ruminicola;;Prevotella ruminicola;no;negative;;host|digestiveSystem
652716;Prevotella;Prevotella sp. ;oral taxon 299;Prevotella sp. oral taxon 299;no;negative;;host
363265;Prevotella;Prevotella stercorea;;Prevotella stercorea;no;;lactose|raffinose;host|fecal
386414;Prevotella;Prevotella timonensis;;Prevotella timonensis;no;negative;;host|fecal
1219;Prochlorococcus;Prochlorococcus marinus;;Prochlorococcus marinus;no;negative;;freeLiving
1216;Prochloron;Prochloron didemni;;Prochloron didemni;no;;;
88382;Promicromonospora;Promicromonospora sukumoe;;Promicromonospora sukumoe;no;positive;;
556499;Propionibacterium;Propionibacterium acidifaciens;;Propionibacterium acidifaciens;no;;;
1748;Propionibacterium;Propionibacterium acidipropionici;;Propionibacterium acidipropionici;no;positive;;
