patric_taxID;patric_genus;patric_species;patric_strain;patric_speciesStrain;patric_gram;patric_oxygen
460265;Methylobacterium;Methylobacterium nodulans;ORS 2060;Methylobacterium nodulans ORS 2060;negative;aerobic
441620;Methylobacterium;Methylobacterium populi;BJ001;Methylobacterium populi BJ001;negative;aerobic
426355;Methylobacterium;Methylobacterium radiotolerans;JCM 2831;Methylobacterium radiotolerans JCM 2831;;aerobic
1101191;Methylobacterium;Methylobacterium sp.;10;Methylobacterium sp. 10;negative;
426117;Methylobacterium;Methylobacterium sp.;4-46;Methylobacterium sp. 4-46;negative;facultative
1305730;Methylobacterium;Methylobacterium sp.;EUR3 AL-11;Methylobacterium sp. EUR3 AL-11;negative;
1096546;Methylobacterium;Methylobacterium sp.;GXF4;Methylobacterium sp. GXF4;negative;
648885;Methylobacterium;Methylobacterium sp.;MB200;Methylobacterium sp. MB200;negative;
395965;Methylobacterium;Methylocella silvestris;BL2;Methylocella silvestris BL2;negative;aerobic
243233;Methylocella;Methylococcus capsulatus;Bath;Methylococcus capsulatus str. Bath;negative;aerobic
1224744;Methylococcus;Methylococcus capsulatus;Texas;Methylococcus capsulatus str. Texas;negative;
1116472;Methylococcus;Methyloglobulus morosus;KoM1;Methyloglobulus morosus KoM1;negative;
675511;Methyloglobulus;Methylomicrobium buryatense;5G;Methylomicrobium buryatense 5G;negative;
1168169;Methylomicrobium;Methylomonas sp.;11b;Methylomonas sp. 11b;negative;
754476;Methylomonas;Methylophaga sp.;JAM1;Methylophaga sp. JAM1;negative;facultative
754477;Methylophaga;Methylophaga sp.;JAM7;Methylophaga sp. JAM7;negative;aerobic
637616;Methylophaga;Methylophaga thiooxydans;DMS010;Methylophaga thiooxydans DMS010;negative;aerobic
1101195;Methylophaga;Methylophilaceae bacterium;11;Methylophilaceae bacterium 11;negative;
1112274;Methylophilaceae;Methylophilus sp.;5;Methylophilus sp. 5;negative;
1120792;Methylophilus;Methylopila sp.;73B;Methylopila sp. 73B;negative;
1114263;Methylopila;Methylosarcina lacus;LW14;Methylosarcina lacus LW14;negative;
107635;Methylosarcina;Methylosinus sp.;LW3;Methylosinus sp. LW3;negative;
595536;Methylosinus;Methylosinus trichosporium;OB3b;Methylosinus trichosporium OB3b;;aerobic
583345;Methylosinus;Methylotenera mobilis;JLW8;Methylotenera mobilis JLW8;negative;aerobic
666681;Methylotenera;Methylotenera sp.;301;Methylotenera sp. 301;negative;aerobic
1119528;Methylotenera;Methyloversatilis sp.;FAM1;Methyloversatilis sp. FAM1;negative;
582744;Methyloversatilis;Methylovorus sp.;SIP3-4;Methylovorus sp. SIP3-4;negative;aerobic
1197720;Methylovorus;Microbacterium barkeri;2011-R4;Microbacterium barkeri 2011-R4;positive;
1333857;Microbacterium;Microbacterium maritypicum;MF109;Microbacterium maritypicum MF109;;aerobic
1305732;Microbacterium;Microbacterium sp.;KROCY2;Microbacterium sp. KROCY2;positive;
1451261;Microbacterium;Microbacterium sp.;MRS-1;Microbacterium sp. MRS-1;positive;
1344956;Microbacterium;Microbacterium sp.;TS-1;Microbacterium sp. TS-1;;
316330;Microbacterium;Microbispora sp.;ATCC PTA-5024;Microbispora sp. ATCC PTA-5024;positive;aerobic
465515;Microbispora;Micrococcus luteus;NCTC 2665;Micrococcus luteus NCTC 2665;positive;aerobic
1232675;Micrococcus;Micrococcus luteus;modasa;Micrococcus luteus str. modasa;positive;
118168;Micrococcus;Microcoleus chthonoplastes;PCC 7420;Microcoleus chthonoplastes PCC 7420;;
1173027;Microcoleus;Microcoleus sp.;PCC 7113;Microcoleus sp. PCC 7113;;anaerobic
1235808;Microcoleus;Microcystis aeruginosa;DIANCHI905;Microcystis aeruginosa DIANCHI905;negative;
449447;Microcystis;Microcystis aeruginosa;NIES-843;Microcystis aeruginosa NIES-843;;aerobic
267870;Microcystis;Microcystis aeruginosa;PCC 7005;Microcystis aeruginosa PCC 7005;negative;aerobic
482300;Microcystis;Microcystis aeruginosa;SPC 777;Microcystis aeruginosa SPC 777;negative;aerobic
1134457;Microcystis;Microcystis aeruginosa;TAIHU98;Microcystis aeruginosa TAIHU98;negative;
644283;Microcystis;Micromonospora aurantiaca;ATCC 27029;Micromonospora aurantiaca ATCC 27029;positive;aerobic
1150864;Micromonospora;Micromonospora lupini;Lupac 08;Micromonospora lupini str. Lupac 08;positive;aerobic
219305;Micromonospora;Micromonospora sp.;ATCC 39149;Micromonospora sp. ATCC 39149;positive;aerobic
648999;Micromonospora;Micromonospora sp.;L5;Micromonospora sp. L5;positive;aerobic
313606;Micromonospora;Microscilla marina;ATCC 23134;Microscilla marina ATCC 23134;negative;aerobic
420324;Microscilla;Microvirga lupini;;Microvirga lupini;negative;aerobic
500635;Microvirga;Mitsuokella multacida;DSM 20544;Mitsuokella multacida DSM 20544;negative;anaerobic
548479;Mitsuokella;Mobiluncus curtisii;ATCC 43063;Mobiluncus curtisii ATCC 43063;positive;anaerobic
596328;Mobiluncus;Mobiluncus mulieris;28-1;Mobiluncus mulieris 28-1;positive;anaerobic
585199;Mobiluncus;Mobiluncus mulieris;ATCC 35243;Mobiluncus mulieris ATCC 35243;positive;anaerobic
264732;Mobiluncus;Moorella thermoacetica;ATCC 39073;Moorella thermoacetica ATCC 39073;positive;anaerobic
749219;Moorella;Moraxella catarrhalis;RH4;Moraxella catarrhalis RH4;negative;aerobic
1230338;Moraxella;Moraxella macacae;0408225;Moraxella macacae 0408225;negative;
1239989;Moraxella;Morganella morganii;SC01;Morganella morganii SC01;negative;anaerobic
1124991;Morganella;Morganella morganii;morganii KT;Morganella morganii subsp. morganii KT;negative;
1201293;Morganella;Moritella dasanensis;ArB 0140;Moritella dasanensis ArB 0140;negative;
1202962;Moritella;Moritella marina;ATCC 15381;Moritella marina ATCC 15381;negative;facultative
58051;Moritella;Moritella sp.;PE36;Moritella sp. PE36;negative;facultative
714943;Moritella;Mucilaginibacter paludis;DSM 18603;Mucilaginibacter paludis DSM 18603;negative;facultative
1246644;Mucilaginibacter;Mycobacterium abscessus;9808;Mycobacterium abscessus 9808;positive;
36809;Mycobacterium;Mycobacterium abscessus;ATCC 19977;Mycobacterium abscessus ATCC 19977;positive;aerobic
1303024;Mycobacterium;Mycobacterium abscessus;bolletii 50594;Mycobacterium abscessus subsp. bolletii 50594;positive;
1306401;Mycobacterium;Mycobacterium abscessus;bolletii CRM-0020;Mycobacterium abscessus subsp. bolletii CRM-0020;positive;
1353275;Mycobacterium;Mycobacterium abscessus;V06705;Mycobacterium abscessus V06705;positive;
1392002;Mycobacterium;Mycobacterium avium;05-4293;Mycobacterium avium 05-4293;;
1392001;Mycobacterium;Mycobacterium avium;09-5983;Mycobacterium avium 09-5983;;
243243;Mycobacterium;Mycobacterium avium;104;Mycobacterium avium 104;positive;aerobic
1391999;Mycobacterium;Mycobacterium avium;10-5560;Mycobacterium avium 10-5560;positive;
1392003;Mycobacterium;Mycobacterium avium;11-0986;Mycobacterium avium 11-0986;positive;
1391991;Mycobacterium;Mycobacterium avium;avium 10-9275;Mycobacterium avium subsp. avium 10-9275;;
1391992;Mycobacterium;Mycobacterium avium;avium 11-4751;Mycobacterium avium subsp. avium 11-4751;;
553481;Mycobacterium;Mycobacterium avium;avium ATCC 25291;Mycobacterium avium subsp. avium ATCC 25291;positive;aerobic
1391990;Mycobacterium;Mycobacterium avium;hominissuis 10-4249;Mycobacterium avium subsp. hominissuis 10-4249;;
1381559;Mycobacterium;Mycobacterium avium;hominissuis 10-5606;Mycobacterium avium subsp. hominissuis 10-5606;positive;
1402213;Mycobacterium;Mycobacterium avium;hominissuis MAH 27-1;Mycobacterium avium subsp. hominissuis MAH 27-1;positive;
1402214;Mycobacterium;Mycobacterium avium;hominissuis MAH 2721;Mycobacterium avium subsp. hominissuis MAH 2721;positive;
1391998;Mycobacterium;Mycobacterium avium;paratuberculosis 08-8281;Mycobacterium avium subsp. paratuberculosis 08-8281;positive;
1391995;Mycobacterium;Mycobacterium avium;paratuberculosis 10-5975;Mycobacterium avium subsp. paratuberculosis 10-5975;positive;
1391994;Mycobacterium;Mycobacterium avium;paratuberculosis 10-8425;Mycobacterium avium subsp. paratuberculosis 10-8425;positive;
1391993;Mycobacterium;Mycobacterium avium;paratuberculosis 11-1786;Mycobacterium avium subsp. paratuberculosis 11-1786;positive;
262316;Mycobacterium;Mycobacterium avium;paratuberculosis K-10;Mycobacterium avium subsp. paratuberculosis K-10;positive;aerobic
1199187;Mycobacterium;Mycobacterium avium;paratuberculosis MAP4;Mycobacterium avium subsp. paratuberculosis MAP4;positive;
233413;Mycobacterium;Mycobacterium bovis;AF2122/97;Mycobacterium bovis AF2122/97;positive;aerobic
1206780;Mycobacterium;Mycobacterium bovis;BCG Korea 1168P;Mycobacterium bovis BCG str. Korea 1168P;positive;
717522;Mycobacterium;Mycobacterium bovis;BCG Mexico;Mycobacterium bovis BCG str. Mexico;positive;aerobic
410289;Mycobacterium;Mycobacterium bovis;BCG Pasteur 1173P2;Mycobacterium bovis BCG str. Pasteur 1173P2;positive;aerobic
561275;Mycobacterium;Mycobacterium bovis;BCG Tokyo 172;Mycobacterium bovis BCG str. Tokyo 172;positive;aerobic
1214102;Mycobacterium;Mycobacterium fortuitum;fortuitum DSM 46621;Mycobacterium fortuitum subsp. fortuitum DSM 46621;positive;
1436723;Mycobacterium;Mycobacterium gastri;'Wayne';Mycobacterium gastri 'Wayne';positive;
1408452;Mycobacterium;Mycobacterium genavense;ATCC 51234;Mycobacterium genavense ATCC 51234;positive;
350054;Mycobacterium;Mycobacterium gilvum;PYR-GCK;Mycobacterium gilvum PYR-GCK;positive;
1232724;Mycobacterium;Mycobacterium indicus;pranii MTCC 9506;Mycobacterium indicus pranii MTCC 9506;;aerobic
487521;Mycobacterium;Mycobacterium intracellulare;ATCC 13950;Mycobacterium intracellulare ATCC 13950;positive;aerobic
557599;Mycobacterium;Mycobacterium kansasii;ATCC 12478;Mycobacterium kansasii ATCC 12478;positive;aerobic
561304;Mycobacterium;Mycobacterium leprae;Br4923;Mycobacterium leprae Br4923;positive;aerobic
272631;Mycobacterium;Mycobacterium leprae;TN;Mycobacterium leprae TN;positive;aerobic
216594;Mycobacterium;Mycobacterium marinum;M;Mycobacterium marinum M;positive;aerobic
1198627;Mycobacterium;Mycobacterium massiliense;GO 06;Mycobacterium massiliense str. GO 06;;aerobic
525368;Mycobacterium;Mycobacterium parascrofulaceum;ATCC BAA-614;Mycobacterium parascrofulaceum ATCC BAA-614;positive;aerobic
212767;Mycobacterium;Mycobacterium smegmatis;JS623;Mycobacterium smegmatis JS623;positive;aerobic
246196;Mycobacterium;Mycobacterium smegmatis;MC2 155;Mycobacterium smegmatis str. MC2 155;positive;aerobic
164757;Mycobacterium;Mycobacterium sp.;JLS;Mycobacterium sp. JLS;positive;
189918;Mycobacterium;Mycobacterium sp.;KMS;Mycobacterium sp. KMS;positive;
164756;Mycobacterium;Mycobacterium sp.;MCS;Mycobacterium sp. MCS;positive;
278137;Mycobacterium;Mycobacterium sp.;Spyr1;Mycobacterium sp. Spyr1;positive;aerobic
515616;Mycobacterium;Mycobacterium tuberculosis;02_1987;Mycobacterium tuberculosis 02_1987;positive;aerobic
164513;Mycobacterium;Mycobacterium tuberculosis;210;Mycobacterium tuberculosis 210;positive;aerobic
1348776;Mycobacterium;Mycobacterium tuberculosis;43-16836;Mycobacterium tuberculosis 43-16836;positive;
515615;Mycobacterium;Mycobacterium tuberculosis;94_M4241A;Mycobacterium tuberculosis 94_M4241A;positive;aerobic
555461;Mycobacterium;Mycobacterium tuberculosis;'98-R604 INH-RIF-EM';Mycobacterium tuberculosis '98-R604 INH-RIF-EM';positive;aerobic
348776;Mycobacterium;Mycobacterium tuberculosis;C;Mycobacterium tuberculosis C;positive;aerobic
443149;Mycobacterium;Mycobacterium tuberculosis;CCDC5079;Mycobacterium tuberculosis CCDC5079;positive;aerobic
443150;Mycobacterium;Mycobacterium tuberculosis;CCDC5180;Mycobacterium tuberculosis CCDC5180;positive;aerobic
83331;Mycobacterium;Mycobacterium tuberculosis;CDC1551;Mycobacterium tuberculosis CDC1551;positive;aerobic
611303;Mycobacterium;Mycobacterium tuberculosis;CPHL_A;Mycobacterium tuberculosis CPHL_A;positive;aerobic
707235;Mycobacterium;Mycobacterium tuberculosis;CTRI-2;Mycobacterium tuberculosis CTRI-2;positive;aerobic
520140;Mycobacterium;Mycobacterium tuberculosis;EAS054;Mycobacterium tuberculosis EAS054;positive;aerobic
336982;Mycobacterium;Mycobacterium tuberculosis;F11;Mycobacterium tuberculosis F11;positive;aerobic
419947;Mycobacterium;Mycobacterium tuberculosis;H37Ra;Mycobacterium tuberculosis H37Ra;positive;aerobic
83332;Mycobacterium;Mycobacterium tuberculosis;H37Rv;Mycobacterium tuberculosis H37Rv;positive;aerobic
1432058;Mycobacterium;Mycobacterium tuberculosis;HM;Mycobacterium tuberculosis HM;;aerobic
747367;Mycobacterium;Mycobacterium tuberculosis;HN878;Mycobacterium tuberculosis HN878;positive;aerobic
1441925;Mycobacterium;Mycobacterium tuberculosis;INS_MDR;Mycobacterium tuberculosis INS_MDR;positive;aerobic
1441926;Mycobacterium;Mycobacterium tuberculosis;INS_SEN;Mycobacterium tuberculosis INS_SEN;positive;aerobic
1441927;Mycobacterium;Mycobacterium tuberculosis;INS_XDR;Mycobacterium tuberculosis INS_XDR;positive;aerobic
611304;Mycobacterium;Mycobacterium tuberculosis;K85;Mycobacterium tuberculosis K85;positive;aerobic
478434;Mycobacterium;Mycobacterium tuberculosis;KZN 1435;Mycobacterium tuberculosis KZN 1435;positive;aerobic
478433;Mycobacterium;Mycobacterium tuberculosis;KZN 4207;Mycobacterium tuberculosis KZN 4207;positive;aerobic
478435;Mycobacterium;Mycobacterium tuberculosis;KZN 605;Mycobacterium tuberculosis KZN 605;positive;aerobic
663886;Mycobacterium;Mycobacterium tuberculosis;KZN R506;Mycobacterium tuberculosis KZN R506;positive;aerobic
663887;Mycobacterium;Mycobacterium tuberculosis;KZN V2475;Mycobacterium tuberculosis KZN V2475;positive;aerobic
1370123;Mycobacterium;Mycobacterium tuberculosis;OSDD105;Mycobacterium tuberculosis OSDD105;positive;
1279011;Mycobacterium;Mycobacterium tuberculosis;PR05;Mycobacterium tuberculosis PR05;positive;aerobic
747369;Mycobacterium;Mycobacterium tuberculosis;R1207;Mycobacterium tuberculosis R1207;positive;aerobic
395095;Mycobacterium;Mycobacterium tuberculosis;Haarlem;Mycobacterium tuberculosis str. Haarlem;positive;aerobic
1370124;Mycobacterium;Mycobacterium tuberculosis;OSDD515;Mycobacterium tuberculosis str. OSDD515;positive;
675512;Mycobacterium;Mycobacterium tuberculosis;SUMu001;Mycobacterium tuberculosis SUMu001;positive;aerobic
675513;Mycobacterium;Mycobacterium tuberculosis;SUMu002;Mycobacterium tuberculosis SUMu002;positive;aerobic
675514;Mycobacterium;Mycobacterium tuberculosis;SUMu003;Mycobacterium tuberculosis SUMu003;positive;aerobic
675515;Mycobacterium;Mycobacterium tuberculosis;SUMu004;Mycobacterium tuberculosis SUMu004;positive;aerobic
675516;Mycobacterium;Mycobacterium tuberculosis;SUMu005;Mycobacterium tuberculosis SUMu005;positive;aerobic
675517;Mycobacterium;Mycobacterium tuberculosis;SUMu006;Mycobacterium tuberculosis SUMu006;positive;aerobic
675518;Mycobacterium;Mycobacterium tuberculosis;SUMu007;Mycobacterium tuberculosis SUMu007;positive;aerobic
675519;Mycobacterium;Mycobacterium tuberculosis;SUMu008;Mycobacterium tuberculosis SUMu008;positive;aerobic
675520;Mycobacterium;Mycobacterium tuberculosis;SUMu009;Mycobacterium tuberculosis SUMu009;positive;aerobic
675521;Mycobacterium;Mycobacterium tuberculosis;SUMu010;Mycobacterium tuberculosis SUMu010;positive;aerobic
675522;Mycobacterium;Mycobacterium tuberculosis;SUMu011;Mycobacterium tuberculosis SUMu011;positive;aerobic
675523;Mycobacterium;Mycobacterium tuberculosis;SUMu012;Mycobacterium tuberculosis SUMu012;positive;aerobic
611302;Mycobacterium;Mycobacterium tuberculosis;T46;Mycobacterium tuberculosis T46;positive;aerobic
520141;Mycobacterium;Mycobacterium tuberculosis;T85;Mycobacterium tuberculosis T85;positive;aerobic
515617;Mycobacterium;Mycobacterium tuberculosis;T92;Mycobacterium tuberculosis T92;positive;aerobic
659019;Mycobacterium;Mycobacterium tuberculosis;W-148;Mycobacterium tuberculosis W-148;positive;aerobic
1160715;Mycobacterium;Mycobacterium tuberculosis;WX1;Mycobacterium tuberculosis WX1;positive;
1160716;Mycobacterium;Mycobacterium tuberculosis;WX3;Mycobacterium tuberculosis WX3;positive;
747368;Mycobacterium;Mycobacterium tuberculosis;X122;Mycobacterium tuberculosis X122;positive;aerobic
1151113;Mycobacterium;Mycobacterium tuberculosis;XDR1219;Mycobacterium tuberculosis XDR1219;positive;
1160714;Mycobacterium;Mycobacterium tuberculosis;XDR1221;Mycobacterium tuberculosis XDR1221;positive;
362242;Mycobacterium;Mycobacterium ulcerans;Agy99;Mycobacterium ulcerans Agy99;positive;aerobic
1194972;Mycobacterium;Mycobacterium vaccae;ATCC 25954;Mycobacterium vaccae ATCC 25954;positive;
350058;Mycobacterium;Mycobacterium vanbaalenii;PYR-1;Mycobacterium vanbaalenii PYR-1;positive;aerobic
1138871;Mycobacterium;Mycobacterium yongonense;05-1390;Mycobacterium yongonense 05-1390;positive;
1110504;Mycobacterium;Mycoplasma agalactiae;14628;Mycoplasma agalactiae 14628;;microaerophilic
347257;Mycoplasma;Mycoplasma agalactiae;PG2;Mycoplasma agalactiae PG2;negative;facultative
1188234;Mycoplasma;Mycoplasma alkalescens;14918;Mycoplasma alkalescens 14918;;microaerophilic
747682;Mycoplasma;Mycoplasma alligatoris;A21JP2;Mycoplasma alligatoris A21JP2;;
1188236;Mycoplasma;Mycoplasma arginini;7264;Mycoplasma arginini 7264;;microaerophilic
243272;Mycoplasma;Mycoplasma arthritidis;158L3-1;Mycoplasma arthritidis 158L3-1;negative;facultative
1188233;Mycoplasma;Mycoplasma auris;15026;Mycoplasma auris 15026;;microaerophilic
1188235;Mycoplasma;Mycoplasma bovigenitalium;51080;Mycoplasma bovigenitalium 51080;;microaerophilic
289397;Mycoplasma;Mycoplasma bovis;PG45;Mycoplasma bovis PG45;negative;facultative
743966;Mycoplasma;Mycoplasma bovoculi;M165/69;Mycoplasma bovoculi M165/69;negative;facultative
340047;Mycoplasma;Mycoplasma capricolum;capricolum ATCC 27343;Mycoplasma capricolum subsp. capricolum ATCC 27343;negative;facultative
45361;Mycoplasma;Mycoplasma conjunctivae;HRC/581;Mycoplasma conjunctivae HRC/581;;microaerophilic
1415781;Mycoplasma;Mycoplasma cricetuli;ATCC 35279;Mycoplasma cricetuli ATCC 35279;negative;
512564;Mycoplasma;Mycoplasma crocodyli;MP145;Mycoplasma crocodyli MP145;negative;facultative
637387;Mycoplasma;Mycoplasma fermentans;JER;Mycoplasma fermentans JER;negative;facultative
943945;Mycoplasma;Mycoplasma fermentans;M64;Mycoplasma fermentans M64;negative;facultative
496833;Mycoplasma;Mycoplasma fermentans;PG18;Mycoplasma fermentans PG18;negative;facultative
1159203;Mycoplasma;Mycoplasma gallisepticum;CA06_2006.052-5-2P;Mycoplasma gallisepticum CA06_2006.052-5-2P;;facultative
1159202;Mycoplasma;Mycoplasma gallisepticum;NC06_2006.080-5-2P;Mycoplasma gallisepticum NC06_2006.080-5-2P;;facultative
1159204;Mycoplasma;Mycoplasma gallisepticum;NC08_2008.031-4-3P;Mycoplasma gallisepticum NC08_2008.031-4-3P;;facultative
1159198;Mycoplasma;Mycoplasma gallisepticum;NC95_13295-2-2P;Mycoplasma gallisepticum NC95_13295-2-2P;;facultative
1159199;Mycoplasma;Mycoplasma gallisepticum;NC96_1596-4-2P;Mycoplasma gallisepticum NC96_1596-4-2P;;facultative
1159200;Mycoplasma;Mycoplasma gallisepticum;NY01_2001.047-5-1P;Mycoplasma gallisepticum NY01_2001.047-5-1P;;facultative
708616;Mycoplasma;Mycoplasma gallisepticum;F;Mycoplasma gallisepticum str. F;negative;facultative
