ijsem_genus;ijsem_species;ijsem_strain;ijsem_speciesStrain;ijsem_source;ijsem_gram;ijsem_oxygen;ijsem_assays;ijsem_substrate;ijsem_ref
Nocardioides;Nocardioides caricicola;Nocardioides caricicola;Nocardioides caricicola Nocardioides caricicola;plant endophyte;positive;aerobic;aesculinHydrolysis|catalasePositive|nitrateReductionToNitrite;glucose|Tween20|Tween80;10.1099/ijs.0.019919-0
Nocardioides;Nocardioides caricicola;YC6903;Nocardioides caricicola YC6903;plant associated;positive;;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive;;10.1099/ijs.0.019919-0
Nocardioides;Nocardioides caricicola;YC6903T;Nocardioides caricicola YC6903T;plant endophyte;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|nitrateReductionToNitrite;Tween20|Tween80;10.1099/ijs.0.019919-0
Nocardioides;Nocardioides conyzicola;HWE 2-02;Nocardioides conyzicola HWE 2-02;plant associated;positive;aerobic;catalasePositive|gelatinase|nitrateReductionToNitrite|oxidasePositive;arabitol|cellobiose|fucose|lactose|mannitol|rhamnose|salicin|sorbitol;10.1099/ijs.0.054619-0
Nocardioides;Nocardioides daedukensis;MDN22;Nocardioides daedukensis MDN22;soil;positive;aerobic;aesculinHydrolysis|nitrateReductionToNitrite|oxidasePositive|nitrateReductionToNitrite|oxidasePositive;malate|trehalose;10.1099/ijs.0.015354-0
Nocardioides;Nocardioides daeguensis;2C1-5;Nocardioides daeguensis 2C1-5;wastewater;positive;aerobic;catalasePositive|nitrateReductionToNitrite;3-hydroxybutyrate|acetate|gluconicAcid|glucose|glycogen|malate|N-acetylgulcosamine|phenylacetate|proline|sucrose|valerate;10.1099/ijs.0.047043-0
Nocardioides;Nocardioides daejeonensis;MJ31;Nocardioides daejeonensis MJ31;wastewater;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|nitrateReductionToNitrite;3-hydroxybenzoate|4-hydroxbenzoate|arabinose|caprate|citrate|lactate|maltose|rhamnose|serine;10.1099/ijs.0.033308-0
Nocardioides;Nocardioides daphniae;D287;Nocardioides daphniae D287;other;positive;aerobic;catalasePositive;2,3-butanediol|acetate|alpha-ketovalericAcid|fructose|glucose|inosine|lactate|malate|mannose|methylBeta-D-glucoside|methylPyruvate|pyruvate|ribose|sorbitol|thymidine|trehalose|uridine;10.1099/ijs.0.65305-0
Nocardioides;Nocardioides dokdonensis;FR1436;Nocardioides dokdonensis FR1436;soil;positive;aerobic;catalasePositive;adonitol|glycerol|melibiose|ribose;10.1099/ijs.0.65835-0
Nocardioides;Nocardioides dubius;KSL-104T;Nocardioides dubius KSL-104T;soil;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|gelatinase|oxidasePositive;glucose|pyruvate|salicin|sucrose;10.1099/ijs.0.63748-0
Nocardioides;Nocardioides endophyticus;MWE 3-5;Nocardioides endophyticus MWE 3-5;plant associated;positive;aerobic;catalasePositive|gelatinase|nitrateReductionToNitrite|oxidasePositive;arabitol|cellobiose|fucose|lactose|mannitol|rhamnose|salicin|sorbitol;10.1099/ijs.0.054619-0
Nocardioides;Nocardioides fonticola;NAA-13;Nocardioides fonticola NAA-13;freshwater (river| lake| pond);positive;aerobic;aesculinHydrolysis|catalasePositive;glucose|mannitol;10.1099/ijs.0.65810-0
Nocardioides;Nocardioides furvisabuli;SBS-26T;Nocardioides furvisabuli SBS-26T;marine sediment;positive;aerobic;alkalinePhosphatase|alphaGalactosidase|catalasePositive|nitrateReductionToNitrite;acetate|adonitol|arabinose|cellobiose|citrate|formicAcid|fructose|galactose|glucose|glycerol|lactose|malate|maltose|mannitol|mannose|myo-inositol|raffinose|sorbitol|trehalose|xylose;10.1099/ijs.0.64444-0
Nocardioides;Nocardioides ganghwensis;JC2055T;Nocardioides ganghwensis JC2055T;estuarine sediment;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|alphaGalactosidase|catalasePositive|gelatinase|nitrateReductionToNitrite;cellobiose|citrate|fructose|galactose|glucose|glycerol|lactose|mannitol|mannose|raffinose|salicin|Tween80|xylose;10.1099/ijs.0.03040-0
Nocardioides;Nocardioides ginsengagri;BX5-10;Nocardioides ginsengagri BX5-10;soil;positive;aerobic;acidPhosphatase|catalasePositive|oxidasePositive;arabinose;10.1099/ijs.0.031823-0
Nocardioides;Nocardioides ginsengisoli;G soil 1124T;Nocardioides ginsengisoli G soil 1124T;soil;positive;aerobic;alphaGalactosidase|catalasePositive|ureasePositive;acetate|alanine|arginine|asparagine|aspartate|caprate|fructose|gluconicAcid|glutamicAcid|glycine|histidine|leucine|malate|maltose|mannitol|phenylacetate|phenylalanine|proline|pyruvate|serine|subericAcid|threonine|tryptophan|valerate|xylose;10.1099/ijs.0.010025-0
Nocardioides;Nocardioides hankookensis;DS-30;Nocardioides hankookensis DS-30;soil;positive;aerobic;alkalinePhosphatase|oxidasePositive;adipate|arabinose|galactose|gluconicAcid|malate|mannitol|melibiose|rhamnose;10.1099/ijs.0.65267-0
Nocardioides;Nocardioides humi;DCY24T;Nocardioides humi DCY24T;soil;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|alphaGalactosidase|catalasePositive|gelatinase|indoleProduction|nitrateReductionToNitrite|oxidasePositive|ureasePositive;3-hydroxybutyrate|acetate|alanine|gluconicAcid|glucose|glycogen|malate|mannitol|melibiose|proline|rhamnose|ribose|serine|sucrose|valerate;10.1099/ijs.0.008821-0
Nocardioides;Nocardioides hungaricus;1RaM5-12T;Nocardioides hungaricus 1RaM5-12T;other;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|gelatinase|nitrateReductionToNitrite;Tween80;10.1099/ijs.0.022939-0
Nocardioides;Nocardioides hwasunensis;HFW-21;Nocardioides hwasunensis HFW-21;seawater;positive;aerobic;acidPhosphatase;citrate|rhamnose|sorbitol;10.1099/ijs.0.65015-0
Nocardioides;Nocardioides insulae;DS-51T ;Nocardioides insulae DS-51T;soil;positive;aerobic;alkalinePhosphatase|nitrateReductionToNitrite|oxidasePositive;acetate|cellobiose|galactose|glucose|glutamicAcid|malate|maltose|mannose|pyruvate|salicin|trehalose|xylose;10.1099/ijs.0.64612-0
Nocardioides;Nocardioides kongjuensis;A2-4;Nocardioides kongjuensis A2-4;soil;positive;aerobic;oxidasePositive;malate|mannose|pyruvate|trehalose;10.1099/ijs.0.64120-0
Nocardioides;Nocardioides koreensis;MSL-09;Nocardioides koreensis MSL-09;soil;positive;aerobic;;lactose|mannose|melibiose;10.1099/ijs.0.65566-0
Nocardioides;Nocardioides kribbensis;KSL-2T;Nocardioides kribbensis KSL-2T;soil;positive;aerobic;aesculinHydrolysis|nitrateReductionToNitrite|oxidasePositive;cellobiose|galactose|gelatin|glucose|maltose|mannitol|raffinose|rhamnose|ribose|sorbitol|sucrose|trehalose|Tween20|Tween40|Tween60|Tween80;10.1099/ijs.0.63631-0
Nocardioides;Nocardioides lentus;KSL-17;Nocardioides lentus KSL-17;soil;variable;aerobic;oxidasePositive;sorbitol|Tween20|Tween40|Tween60;10.1099/ijs.0.63993-0
Nocardioides;Nocardioides lianchengensis;D94-1;Nocardioides lianchengensis D94-1;soil;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|gelatinase|ureasePositive;acetate|alpha-ketovalericAcid|dextrin|fructose|galactose|gluconicAcid|glucose|glycerol|inosine|lactate|mannitol|mannose|pyruvate|pyruvicAcidMethylEster|rhamnose|ribose|salicin|sorbitol|sucrose|thymidine|trehalose|Tween40|Tween80|uridine;10.1099/ijs.0.036723-0
Nocardioides;Nocardioides marinisabuli;SBS-12T;Nocardioides marinisabuli SBS-12T;marine sediment;positive;;aesculinHydrolysis|alkalinePhosphatase|catalasePositive;citrate|fructose|galactose|gluconicAcid|maltose|mannitol|trehalose|xylose;10.1099/ijs.0.65127-0
Nocardioides;Nocardioides marinquilinus;CL-GY44;Nocardioides marinquilinus CL-GY44;seawater;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|alphaGalactosidase|catalasePositive|gelatinase|ureasePositive;cellobiose|galactose|N-acetylgulcosamine|proline|pyruvate|raffinose|salicin|sucrose|trehalose;10.1099/ijs.0.047902-0
Nocardioides;Nocardioides marinus;CL-DD14T ;Nocardioides marinus CL-DD14T;seawater;positive;aerobic;catalasePositive;asparagine|rhamnose;10.1099/ijs.0.64649-0
Nocardioides;Nocardioides mesophilus;MSL-22;Nocardioides mesophilus MSL-22;soil;positive;aerobic;acidPhosphatase|alkalinePhosphatase|catalasePositive;mannitol|raffinose;10.1099/ijs.0.019059-0
Nocardioides;Nocardioides oleivorans;BAS3T;Nocardioides oleivorans BAS3T;other;positive;aerobic;;acetate|alanine|aspartate|cellobiose|fructose|galactose|gluconicAcid|glucose|histidine|lactate|leucine|malate|maltose|mannitol|mannose|melibiose|phenylacetate|proline|putrescine|pyruvate|rhamnose|sucrose|trehalose;10.1099/ijs.0.63500-0
Nocardioides;Nocardioides panacihumi;616T;Nocardioides panacihumi 616T;soil;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|nitrateReductionToNitrite;3-hydroxybenzoate|3-hydroxybutyrate|4-hydroxbenzoate|acetate|alanine|gluconicAcid|glycogen|maltose|phenylacetate|proline|rhamnose|salicin|valerate;10.1099/ijs.0.64806-0
Nocardioides;Nocardioides panacisoli;Gsoil 346;Nocardioides panacisoli Gsoil 346;soil;positive;aerobic;catalasePositive|H2Sproduction|nitrateReductionToNitrite|oxidasePositive;citrate|fructose|maltose|3-hydroxybutyrate|acetate|adipate|citrate|gluconicAcid|glucose|malate|maltose|proline|sucrose|valerate;10.1099/ijs.0.012690-0
Nocardioides;Nocardioides perillae;I10A-01402;Nocardioides perillae I10A-01402;plant associated;positive;aerobic;acidPhosphatase|alkalinePhosphatase|oxidasePositive;acetate|alanine|arabitol|arginine|aspartate|cellobiose|dextrin|fructose|galactose|galcturonicAcid|gluconicAcid|glucose|malate|maltose|mannose|melibiose|proline|quinicAcid|raffinose|serine|sucrose|trehalose|Tween40;10.1099/ijs.0.044982-0
Nocardioides;Nocardioides psychrotolerans;RHLT2-1;Nocardioides psychrotolerans RHLT2-1;other;positive;aerobic;alkalinePhosphatase|catalasePositive|gelatinase|nitrateReductionToNitrite;cellobiose|fructose|glycerol|mannitol|raffinose|rhamnose|trehalose;doi: 10.1099/ijs.0.038091-0
Nocardioides;Nocardioides salarius;CL-Z59;Nocardioides salarius CL-Z59;seawater;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|gelatinase;arginine|cellobiose|glucose|mannitol|ornithine|ribose|sucrose;10.1099/ijs.0.65569-0
Nocardioides;Nocardioides salsibiostraticola;PAMC 26527;Nocardioides salsibiostraticola PAMC 26527;seawater;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|gelatinase|nitrateReductionToNitrite|oxidasePositive;arabinose|cellobiose|fructose|galactose|glucose|glycerol|lactose|mannitol|N-acetylgulcosamine|proline|pyruvate|raffinose|rhamnose|salicin|sucrose|trehalose;10.1099/ijs.0.051037-0
Nocardioides;Nocardioides sediminis;MSL-01T;Nocardioides sediminis MSL-01T;other;positive;aerobic;alkalinePhosphatase|catalasePositive|gelatinase|nitrateReductionToNitrite;cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|melibiose|myo-inositol|rhamnose|sucrose|trehalose|xylose;DOI 10.1099/ijs.0.002162-0
Nocardioides;Nocardioides szechwanensis;RHLT1-17;Nocardioides szechwanensis RHLT1-17;other;positive;aerobic;alkalinePhosphatase|gelatinase|nitrateReductionToNitrite;cellobiose|fructose|glucose|mannitol|mannose|rhamnose|sucrose|trehalose|xylose;doi: 10.1099/ijs.0.038091-0
Nocardioides;Nocardioides terrae;VA15T;Nocardioides terrae VA15T;soil;positive;aerobic;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|catalasePositive|nitrateReductionToNitrite;glucose|maltose|mannitol|phenylacetate;10.1099/ijs.0.010785-0
Nocardioides;Nocardioides terrigena;DS-17T;Nocardioides terrigena DS-17T;soil;positive;aerobic;alkalinePhosphatase|oxidasePositive;adipate|galactose|gluconicAcid|lactose|malate|mannitol|melibiose|rhamnose|Tween20|Tween40|Tween60|Tween80;10.1099/ijs.0.65079-0
Nocardiopsis;Nocardiopsis aegyptia;SNG49T;Nocardiopsis aegyptia SNG49T;marine sediment;positive;aerobic;;arabinose|galactose|glycerol|lactose|mannitol|mannose|rhamnose|sucrose|xylose;10.1099/ijs.0.02814-0
Nocardiopsis;Nocardiopsis alkaliphila;YIM 80379T;Nocardiopsis alkaliphila YIM 80379T;soil;positive;aerobic;catalasePositive;arabinose|cellobiose|galactose|glucose|lactose|maltose|raffinose|rhamnose|serine|sorbitol|sucrose|xylitol|xylose;10.1099/ijs.0.02832-0
Nocardiopsis;Nocardiopsis arabia;S186;Nocardiopsis arabia S186;soil;positive;aerobic;aesculinHydrolysis;arabinose|salicin|trehalose;10.1099/ijs.0.65014-0
Nocardiopsis;Nocardiopsis baichengensis;YIM 90130;Nocardiopsis baichengensis YIM 90130;soil;positive;aerobic;;arabinose|cellobiose|fructose|galactose|glucose|glycerol|maltose|mannitol|mannose|rhamnose|ribose|sucrose;10.1099/ijs.0.64033-0
Nocardiopsis;Nocardiopsis chromatogenes;YIM 90109;Nocardiopsis chromatogenes YIM 90109;soil;positive;aerobic;;arabinose|cellobiose|fructose|galactose|glucose|glycerol|lactose|maltose|mannitol|mannose|raffinose|rhamnose|ribose|sucrose|xylose;10.1099/ijs.0.64033-0
Nocardiopsis;Nocardiopsis coralliicola;SCSIO 10427;Nocardiopsis coralliicola SCSIO 10427;other;;;catalasePositive|gelatinase|nitrateReductionToNitrite;arabinose|fructose|galactose|glucose|mannitol|mannose|ribose;10.1099/ijs.0.035402-0
Nocardiopsis;Nocardiopsis fildesensis; GW9-2;Nocardiopsis fildesensis GW9-2;soil;positive;aerobic;nitrateReductionToNitrite;fructose|galactose|glucose|glycerol|glycogen|mannitol|mannose|Tween40;10.1099/ijs.0.053595-0
Nocardiopsis;Nocardiopsis ganjiahuensis;HBUM 20038;Nocardiopsis ganjiahuensis HBUM 20038;soil;positive;aerobic;nitrateReductionToNitrite|ureasePositive;arabinose|glycerol|myo-inositol|rhamnose|xylose;10.1099/ijs.0.65145-0
Nocardiopsis;Nocardiopsis gilva;YIM 90087;Nocardiopsis gilva YIM 90087;soil;positive;aerobic;nitrateReductionToNitrite;arabinose|cellobiose|fructose|galactose|glucose|glycerol|lactose|mannitol|raffinose|sorbitol|sucrose|xylose;10.1099/ijs.0.64033-0
Nocardiopsis;Nocardiopsis litoralis;JSM073097T;Nocardiopsis litoralis JSM073097T;other;positive;aerobic;catalasePositive;alanine|glucose|sucrose|xylose;10.1099/ijs.0.009704-0
Nocardiopsis;Nocardiopsis nikkonensis;YU1183-22;Nocardiopsis nikkonensis YU1183-22;other;positive;aerobic;catalasePositive;arabinose|fructose|galactose|glucose|sucrose|xylose;10.1099/ijs.0.016956-0
Nocardiopsis;Nocardiopsis potens;IMMIBL-21T;Nocardiopsis potens IMMIBL-21T;soil;positive;aerobic;aesculinHydrolysis;2,3-butanediol|acetate|adipate|adonitol|alanine|arabinose|arginine|cellobiose|citrate|galactose|gelatin|gluconicAcid|glucose|lactate|lactose|maltose|mannitol|ornithine|proline|serine|sucrose|trehalose;10.1099/ijs.0.011288-0
Nocardiopsis;Nocardiopsis quinghaiensis;YIM 28A4;Nocardiopsis quinghaiensis YIM 28A4;soil;positive;aerobic;catalasePositive;arabinose|cellobiose|citrate|fructose|glucose|glycerol|mannitol|mannose|myo-inositol|raffinose|ribose|sucrose|trehalose;10.1099/ijs.0.65441-0
Nocardiopsis;Nocardiopsis rhodophaea;YIM 90096;Nocardiopsis rhodophaea YIM 90096;soil;positive;aerobic;;arabinose|glucose|glycerol|ribose;10.1099/ijs.0.64033-0
Nocardiopsis;Nocardiopsis rosea;YIM 90094;Nocardiopsis rosea YIM 90094;soil;positive;aerobic;nitrateReductionToNitrite;arabinose|fructose|glucose|lactose|maltose|rhamnose|ribose|sucrose;10.1099/ijs.0.64033-0
Nocardiopsis;Nocardiopsis salina;YIM90010T;Nocardiopsis salina YIM90010T;hypersaline environment;positive;aerobic;gelatinase|nitrateReductionToNitrite;fructose|raffinose|ribose|sucrose;10.1099/ijs.0.63127-0
Nocardiopsis;Nocardiopsis sinuspersici;HM6;Nocardiopsis sinuspersici HM6;soil;positive;aerobic;nitrateReductionToNitrite;citrate|galactose|glycerol|lactose|maltose|mannitol|mannose|melibiose|pyruvate|rhamnose|sucrose|xylose;10.1099/ijs.0.018366-0
Nocardiopsis;Nocardiopsis valliformis;HBUM 20028;Nocardiopsis valliformis HBUM 20028;soil;positive;aerobic;gelatinase|nitrateReductionToNitrite;arabinose|glycerol|lactose|xylose;10.1099/ijs.0.65090-0
Nonlabens;Nonlabens tegetincola;UST030701-324T;Nonlabens tegetincola UST030701-324T;estuarine sediment;negative;aerobic;acidPhosphatase|alkalinePhosphatase|catalasePositive|gelatinase|oxidasePositive;Tween20|Tween40|Tween80;10.1099/ijs.0.63810-0
Nonomuraea;Nonomuraea antimicrobica;YIM61105T;Nonomuraea antimicrobica YIM61105T;other;positive;aerobic;catalasePositive;cellobiose|galactose|glucose|ribose|sucrose;10.1099/ijs.0.010660-0
Nonomuraea;Nonomuraea bangladeshensis;5-10-10T;Nonomuraea bangladeshensis 5-10-10T;soil;positive;aerobic;;arabinose|cellobiose|fructose|glycerol|mannitol|mannose|myo-inositol|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.6505
Nonomuraea;Nonomuraea coxensis;5-38-42T;Nonomuraea coxensis 5-38-42T;soil;positive;aerobic;;arabinose|cellobiose|fructose|glycerol|mannitol|mannose|myo-inositol|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.65054-0
Nonomuraea;Nonomuraea jabiensis;A4036;Nonomuraea jabiensis A4036;soil;positive;aerobic;aesculinHydrolysis|nitrateReductionToNitrite|ureasePositive;adonitol|alanine|dextrin|fructose|histidine|hyroxl-proline|lactose|leucine|maltose|mannitol|mannose|melibiose|phenylalanine|proline|rhamnose|serine|sucrose|threonine|xylose;doi: 10.1099/ijs.0.039362-0
Nonomuraea;Nonomuraea jiangxiensis;FXJ1.102;Nonomuraea jiangxiensis FXJ1.102;soil;;;aesculinHydrolysis|catalasePositive|nitrateReductionToNitrite;adonitol|arabinose|cellobiose|dextrin|galactose|glucose|glycerol|lactose|maltose|mannitol|mannose|melibiose|raffinose|rhamnose|salicin;10.1099/ijs.0.034520-0
Nonomuraea;Nonomuraea kuesteri;GW14-1925T;Nonomuraea kuesteri GW14-1925T;soil;positive;aerobic;aesculinHydrolysis|oxidasePositive;adonitol|arabinose|cellobiose|fructose|galactose|glucose|mannitol|mannose|melibiose|N-acetylgulcosamine|proline|rhamnose|sucrose|trehalose|xylose;10.1099/ijs.0.63380-0
Nonomuraea;Nonomuraea monospora; PT708;Nonomuraea monospora PT708;soil;positive;;gelatinase;arabinose|cellobiose|citrate|fructose|lactose|mannitol|mannose|myo-inositol|rhamnose|sucrose|xylose;10.1099/ijs.0.035220-0
Nonomuraea;Nonomuraea rosea;GW 12687;Nonomuraea rosea GW 12687;soil;positive;aerobic;aesculinHydrolysis|aesculinHydrolysis|gelatinase|oxidasePositive;adonitol|aspartate|cellobiose|citrate|fructose|galactose|glucose|malate|maltose|mannose|proline|rhamnose|trehalose|xylose|adonitol|aspartate|cellobiose|citrate|fructose|galactose|glucose|malate|maltose|mannose|N-acetylgulcosamine|proline|rhamnose|trehalose|xylose;10.1099/ijs.0.014845-0
Nonomuraea;Nonomuraea solani;NEAU-Z6;Nonomuraea solani NEAU-Z6;plant associated;positive;aerobic;aesculinHydrolysis|catalasePositive|gelatinase;arabinose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|raffinose|rhamnose|sorbitol|sucrose|xylose;10.1099/ijs.0.045617-0
Nonomuraea;Nonomuraea soli;YIM 120770;Nonomuraea soli YIM 120770;soil;;;catalasePositive|nitrateReductionToNitrite|oxidasePositive;glucose|glycerol|maltose|mannitol|mannose|raffinose|rhamnose|sorbitol|xylitol|xylose;10.1099/ijs.0.034751-0
Nosocomiicoccus;Nosocomiicoccus ampullae;TRF-1;Nosocomiicoccus ampullae TRF-1;other;positive;aerobic;alkalinePhosphatase|catalasePositive|gelatinase|oxidasePositive;arabinose;10.1099/ijs.0.65753-0
Noviherbaspirillum;Noviherbaspirillum malthae;CC-AFH3;Noviherbaspirillum malthae CC-AFH3;other;negative;aerobic;acidPhosphatase|alkalinePhosphatase|catalasePositive|oxidasePositive;proline|Tween80;10.1099/ijs.0.048231-0
Novosphingobium;Novosphingobium acidiphilum;FSW06-204dT;Novosphingobium acidiphilum FSW06-204dT;freshwater (river| lake| pond);negative;aerobic;aesculinHydrolysis|oxidasePositive;arabinose|cellobiose|fructose|galactose|glucose|leucine|malate|maltose|mannose|proline|rhamnose|sucrose;DOI 10.1099/ijs.0.65852-0
Novosphingobium;Novosphingobium aquaticum;FNE08-86;Novosphingobium aquaticum FNE08-86;freshwater (river| lake| pond);negative;;aesculinHydrolysis|catalasePositive|oxidasePositive;arabinose|cellobiose|fructose|galactose|glucose|maltose|mannose|proline|sucrose;10.1099/ijs.0.048280-0
Novosphingobium;Novosphingobium barchaimii;LL02;Novosphingobium barchaimii LL02;soil;negative;aerobic;aesculinHydrolysis|gelatinase|nitrateReductionToNitrite|ureasePositive;glucose|rhamnose|sucrose|Tween20;10.1099/ijs.0.039826-0
Novosphingobium;Novosphingobium fuchskuhlense;FNE08-7;Novosphingobium fuchskuhlense FNE08-7;freshwater (river| lake| pond);negative;;oxidasePositive;cellobiose|glucose|histidine|lactate|pyruvate|rhamnose;10.1099/ijs.0.043083-0
