pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Morganella;Morganella morganii;sibonii CCUG 30887;Morganella morganii sibonii sibonii CCUG 30887;;CCUG 30887;30;Acta Path. Microbiol. Scand. Sect. B, 1962, 84, 421|Int. J. Syst. Bacteriol., 1992, 42, 613.;;Human, pus;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Morganella;Morganella psychrotolerans;;Morganella psychrotolerans;yes;DSM 17886|LMG 23374;30;Int. J. Syst. Evol. Microbiol., 2006, 56, 2473-2479|Int. J. Syst. Evol. Microbiol., 2007, 57, 2-3.;;Cold smoked tuna;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moritella;Moritella japonica;;Moritella japonica;yes;JCM 10249;10;J. Gen. Appl. Microbiol., 1998, 44, 289|Int. J. Syst. Bacteriol., 1999, 49, 341|Biodiversity and Conservation, 1995, 4, 1|Int.J. Syst. Evol. Microbiol., 2004, 54, 1773-1788.;;Deep sea sediment;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Moritella;Moritella marina;;Moritella marina;yes;ATCC 15381|CCUG 20304|LMG 10934|NCIMB 1144;15;Appl. Environ. Microbiol., 1985, 49, 1332|Int. J. Syst. Bacteriol., 1971, 21, 217|Int. J. Syst. Bacteriol., 1984, 34, 356|Int. J. Syst. Bacteriol., 1994, 44, 416|Int. J. Syst. Bacteriol., 1999, 49, 341|Int. Bull. Bacteriol. Nomen. Taxon., 1965, 15, 165|J. Bacteriol., 1964, 88, 831|J. Bacteriol., 1989, 99, 326|Can. J. Microbiol., 1968, 14, 1239|J. Gen. Microbiol., 1970, 64, 151|FEMS Microbiol. Lett., 1998, 165, 373|Int. J. Syst. Evol. Microbiol., 2004, 54, 1773-1788.;;Seawater;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Moritella;Moritella profunda;;Moritella profunda;yes;JCM 11435|LMG 21259;5;Int. J. Syst. Evol. Microbiol., 2003, 53, 533-538|Int. J. Syst. Evol. Microbiol., 2003, 53, 939-940|Int. J. Syst. Evol. Microbiol., 2004, 54, 1773-1788.;;Atlantic sediments;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Moritella;Moritella viscosa;;Moritella viscosa;yes;NCIMB 13584|ATCC BAA-105;15;Int. J. Syst. Evol. Microbiol., 2000, 50, 427-450|Int. J. Syst. Evol. Microbiol., 2000, 50, 479-488.;;Atlantic salmon, salmo salar;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=117
Moritella;Moritella abyssi;;Moritella abyssi;yes;JCM 11436|LMG 21258;5;Int. J. Syst. Evol. Microbiol., 2003, 53, 533-538|Int. J. Syst. Evol. Microbiol., 2003, 53, 939-940|Int. J. Syst. Evol. Microbiol., 2004, 54, 1773-1788.;;Atlantic sediments;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Morococcus;Morococcus cerebrosus;;Morococcus cerebrosus;yes;ATCC 33486|NCTC 11393|UQM 858;37;Int. J. Syst. Bacteriol., 1981, 31, 294.;;Human, brain abscess;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moryella;Moryella indoligenes;;Moryella indoligenes;yes;;37;Int. J. Syst. Evol. Microbiol., 2007, 57, 725-729|Int. J. Syst. Evol. Microbiol., 2007, 57, 1374-1375.;;Human, abscess;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Mucilaginibacter;Mucilaginibacter auburnensis;;Mucilaginibacter auburnensis;yes;LMG 28078;30;Int. J. Syst. Evol. Microbiol., 2014, 64, 1736-1742|Int. J. Syst. Evol. Microbiol., 2014, 64,1395-1400.;;Field grown corn root tissue;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mucilaginibacter;Mucilaginibacter galii;;Mucilaginibacter galii;yes;CCM 8711|LMG 29767;25;Int. J. Syst. Evol. Microbiol., 2017, 67, 1318-1326|Int. J. Syst. Evol. Microbiol., 2017, 67, 2495-2498.;;Phyllosphere, Galium Album;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Mucilaginibacter;Mucilaginibacter phyllosphaerae;;Mucilaginibacter phyllosphaerae;yes;LMG 29118|CCM 8625;;Int. J. Syst. Evol. Microbiol., 2016, 66, 4138-4147|Int. J. Syst. Evol. Microbiol., 2017, 67, 4-6.;;Phyllosphere, Galium mollugo;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Mucilaginibacter;Mucilaginibacter pineti;;Mucilaginibacter pineti;yes;LMG 28160;30;Int. J. Syst. Evol. Microbiol., 2014, 64,1395-1400|Int. J. Syst. Evol. Microbiol., 2014, 64, 2223-2228|Int. J. Syst. Evol. Microbiol., 2014, 64, 3333-3334.;;Pine tree;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Mucilaginibacter;Mucilaginibacter soyangensis;;Mucilaginibacter soyangensis;yes;CECT 7824|KCTC 23261;25;Int. J. Syst. Evol. Microbiol., 2014, 64, 43-49|Int. J. Syst. Evol. Microbiol., 2014, 64,1395-1400.;;Pond;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Muricauda;Muricauda flavescens;;Muricauda flavescens;yes;KCMM 41645|JCM 11812;30;Int. J. Syst. Evol. Microbiol., 2005, 55, 1015-1019|Int. J. Syst. Evol. Microbiol., 2005, 55, 1747-1749|Int. J. Syst. Evol. Microbiol., 2009, 59, 1856-1861|Int. J. Syst. Evol. Microbiol., 2009, 59, 2649-2650.;;Salt lake;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Muricauda;Muricauda ruestringensis;;Muricauda ruestringensis;yes;DSM 13258|LMG 19739|KCTC 62007;25;Int. J. Syst. Evol. Microbiol., 2001, 51, 1997-2006|Int. J. Syst. Evol. Microbiol., 2002, 52, 5-6|Acta Biotechnol., 2001, 21, 343-357|Int. J. Syst. Evol. Microbiol., 2005, 55, 1015-1019|Int. J. Syst. Evol. Microbiol., 2009, 59, 1856-1861|Int. J. Syst. Evol. Microbiol., 2009, 59, 2649-2650.;;Suspension of intertidal sediment;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=168
Muricauda;Muricauda aquimarina;;Muricauda aquimarina;yes;KCCM 41646|JCM 11811;30;Int. J. Syst. Evol. Microbiol., 2005, 55, 1015-1019|Int. J. Syst. Evol. Microbiol., 2005, 55, 1747-1749|Int. J. Syst. Evol. Microbiol., 2009, 59, 1856-1861|Int. J. Syst. Evol. Microbiol., 2009, 59, 2649-2650.;;Salt lake;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Murinocardiopsis;Murinocardiopsis flavida;;Murinocardiopsis flavida;yes;DSM 45312|CCM 7612;30;Int. J. Syst. Evol. Microbiol., 2010, 60, 1729-1734:Int. J. Syst. Evol. Microbiol, 2010, 60, 2511-2512.;;Wallpaper material;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Mycobacterium;Mycobacterium sp.;;Mycobacterium sp.;;;37;FEMS Microbiol. Lett., 2002, 209, 267-271.;;Bovine, faeces;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium abscessus;massiliensis;Mycobacterium abscessus massiliensis;yes;CCUG 48898|KCTC 19086|DSM 45103;37;J. Clin. Microbiol., 2004, 42, 5493-5501|Int. J. Syst. Evol. Microbiol., 2006, 56, 2025-2027|Int. J. Syst. Evol. Microbiol., 2011, 61, 2311-2313|Int. J. Syst. Evol. Microbiol., 2011, 61, 2797-2798|PLoS One, 2011, 6(9), e24726|J. Clin. Microbiol., 2011, 49(2), 491-499|J. Clin. Microbiol., 2011, 49(1), 62-68|J. Clin. Microbiol., 2011, 49(3), 1107-1109.J. Bacteriol., 2012, 194, 4125|Antimicrob. Agents Chemother., 2011, 55(2), 775-781|Int. J. Syst. Evol. Microbiol., 2016, 66, 4471-4479|Int. J. Syst. Evol. Microbiol., 2017, 67, 179-182|Int. J. Syst. Evol. Microbiol., 2017, 10.1099/ijsem.0.002011.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Mycobacterium;Mycobacterium aemonae;;Mycobacterium aemonae;yes;DSM 45058;30;;;Fish, external lesion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium africanum;CIPT111;Mycobacterium africanum CIPT111;;CIPT111;37;J. Clin. Microbiol., 1997, 35, 907-914.;;Monkey rhesus;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT16;Mycobacterium africanum CIPT16;;CIPT16;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT18;Mycobacterium africanum CIPT18;;CIPT18;37;J. Clin. Microbiol., 2001, 39, 57-65.;;;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT19;Mycobacterium africanum CIPT19;;CIPT19;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, gastric lavage;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1145
Mycobacterium;Mycobacterium africanum;CIPT20;Mycobacterium africanum CIPT20;;CIPT20;37;J. Clin. Microbiol., 2001, 39, 57-65.;;;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT21;Mycobacterium africanum CIPT21;;CIPT21;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 22;Mycobacterium africanum CIPT 22;;CIPT 22|CPC 140030066;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium africanum;CIPT 23;Mycobacterium africanum CIPT 23;;CIPT 23|CPC 981449;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 24;Mycobacterium africanum CIPT 24;;CIPT 24|CPC 140030069;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium africanum;CIPT 25;Mycobacterium africanum CIPT 25;;CIPT 25|CPC 140030028;37;J. Clin. Microbiol., 2001, 39, 57-65|Int. J. Syst. Bacteriol., 1978, 28, 467-472.;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 29;Mycobacterium africanum CIPT 29;;CIPT 29|CPC 980338;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 30;Mycobacterium africanum CIPT 30;;CIPT 30|CPC 980699;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 31;Mycobacterium africanum CIPT 31;;CIPT 31|CPC 981444;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1145
Mycobacterium;Mycobacterium africanum;CIPT 32;Mycobacterium africanum CIPT 32;;CIPT 32|CPC 981448;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1145
Mycobacterium;Mycobacterium africanum;CIPT33;Mycobacterium africanum CIPT33;;CIPT33;37;J. Clin. Microbiol., 2001, 39, 57-65.;;;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 34;Mycobacterium africanum CIPT 34;;CIPT 34|CPC 140030041;37;J. Clin. Microbiol., 2001, 39, 57-65|Int. J. Syst. Bacteriol., 1978, 28, 467-472.;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT 35;Mycobacterium africanum CIPT 35;;CIPT 35|CPC 140030068;37;J. Clin. Microbiol., 2001, 39, 57-65.;;;aerobic;
Mycobacterium;Mycobacterium africanum;CIPT61;Mycobacterium africanum CIPT61;;CIPT61|CPC 950468;37;J. Clin. Microbiol., 2001, 39, 57-65.;;Human, Fibroscopy;aerobic;
Mycobacterium;Mycobacterium aichiense;;Mycobacterium aichiense;yes;JCM 6376|ATCC 27280|NCTC 10820|DSM 44147;37;Int. J. Syst. Bacteriol., 1981, 31, 263-275|Med. biol., 1973, 86, 16.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=112
Mycobacterium;Mycobacterium algericum;;Mycobacterium algericum;yes;DSM 45454|TBE 500028/10|JCM 30723;37;Int. J. Syst. Evol. Microbiol., 2011, 61, 1870-1874|Int. J. Syst. Evol. Microbiol., 2011, 61, 2566-2567.;;Goat;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mycobacterium;Mycobacterium angelicum;;Mycobacterium angelicum;yes;DSM 45057;30;Int. J. Syst. Evol. Microbiol., 2015, 65, 4724-4729|Int. J. Syst. Evol. Microbiol., 2016, 66, 1600-1602.;;Fish, external lesion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium arcueilense;;Mycobacterium arcueilense;yes;;30;Int. J. Syst. Evol. Microbiol., 2016, 66, 3694-3702|Int. J. Syst. Evol. Microbiol., 2016, 66, 4921-4923.;;Paris, Hydrous water network;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mycobacterium;Mycobacterium aromaticivorans;;Mycobacterium aromaticivorans;yes;ATCC BAA-1378|JCM 16368|DSM 45407;30;Int. J. Syst. Evol. Microbiol., 2009, 59, 378-387|Int. J. Syst. Evol. Microbiol., 2009, 59, 926-927.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=267
Mycobacterium;Mycobacterium asiaticum;;Mycobacterium asiaticum;yes;JCM 6409|ATCC 25276|DSM 44297|CCUG 29115;37;Int. J. Syst. Bacteriol., 1980, 30, 225-420|Int. J. Syst. Bacteriol., 1996, 46, 280-297|Acta Microbiol. Acad. Sci. Hung., 1971, 18, 247-252|J. Gen. Microbiol., 1978, 109, 319-327.;;Indian monkey, Macacus rhesus;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium aubagnense;;Mycobacterium aubagnense;yes;CCUG 50186|DSM 45150;30;Int. J. Syst. Evol. Microbiol., 2006, 56, 133-143|Int. J. Syst. Evol. Microbiol., 2006, 56, 679-680.;;Bronchial aspiration;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mycobacterium;Mycobacterium aurum;;Mycobacterium aurum;;;37|30;Antimicrob. Agents Chemother., 1995, 39, 2235-2238.|Can. J. Microbiol., 1999, 45, 209.;;Human, sputum|Soil, under mayoralty|Soil, near manure heap|Lake deposits;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium aurum;DSM 43999;Mycobacterium aurum DSM 43999;yes;ATCC 23366|NCTC 10437|DSM 43999;37;Int. J. Syst. Bacteriol., 1980, 30, 325|J. Gen. Microbiol., 1966, 45, 253.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium austroafricanum;ATCC 29678;Mycobacterium austroafricanum ATCC 29678;;ATCC 29678;30;Antonie van Leeuwenhoek, 1965, 31, 45|Antonie van Leeuwenhoek, 1968, 34, 27|J. Gen. Microbiol., 1974, 82, 163|J. Gen. Microbiol., 1985, 131, 2901|J. Bacteriol., 1967, 94, 1919|J. Bacteriol. 1968, 96, 318|J. Bacteriol., 1969, 99, 216|J. Bacteriol., 1972, 112, 513|J. Bacteriol., ,1974, 118, 394|Appl. Environ. Microbiol., 1989, 55, 2960|Arch. Microbiol., 1973, 91, 87|Can. J. Microbiol., 1971, 17, 445|Can. J. Microbiol., 1975, 21, 85|Can. J. Microbiol., 1975, 21, 510|Biotechnol. Appl|Biochem., 1993, 17, 139|Z. Allg. Mikrobiol., 1971, 11, 181.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Mycobacterium;Mycobacterium austroafricanum;DSM 44191;Mycobacterium austroafricanum DSM 44191;yes;ATCC 33464|DSM 44191|JCM 6369;37;Int. J. Syst. Bacteriol., 1983, 33, 460.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium avium;;Mycobacterium avium;;;30;;;Human, spit|Human, split;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium avium;avium ATCC 25291;Mycobacterium avium avium avium ATCC 25291;yes;ATCC 25291|CCUG 20992;37;Int. J. Syst. Bacteriol., 1980, 30, 325|Int. J. Syst. Bacteriol., 1990, 40, 323|J. Clin. Microbiol., 1995, 33, 1050|Int. J. Syst. Evol. Microbiol., 2011, 61, 1927-1932.;;Diseaded hen, liver;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium avium;avium DSM 44157;Mycobacterium avium avium avium DSM 44157;;ATCC 15769|DSM 44157;37;Int. J. syst. Bacteriol., 1971, 21, 192|Am. Rev. Resp. Dis., 1967, 95, 20|J. Bacteriol., 1967, 93, 1195.;;Tuberculous hen, spleen;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=267
Mycobacterium;Mycobacterium avium;CIPT138;Mycobacterium avium CIPT138;;CIPT138;37;J. Clin.Microbiol., 1993, 31, 1048-1054|J. Clin.Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT140;Mycobacterium avium CIPT140;;CIPT140;37;J. Clin. Microbiol., 1996, 34, 2756-2759|J. Clin. Microbiol., 1993, 31, 1048-1054.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT142;Mycobacterium avium CIPT142;;CIPT142;37;J. Clin. Microbiol., 1999, 37, 2592-2597|J. Clin. Microbiol., 1993, 31, 1048-1054.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT143;Mycobacterium avium CIPT143;;CIPT143;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT144;Mycobacterium avium CIPT144;;CIPT144;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT146;Mycobacterium avium CIPT146;;CIPT146;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT147;Mycobacterium avium CIPT147;;CIPT147;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT148;Mycobacterium avium CIPT148;;CIPT148;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;CIPT166;Mycobacterium avium CIPT166;;CIPT166;37;J. Clin. Microbiol., 1993, 31, 1048-1054|J. Clin. Microbiol., 1996, 34, 2756-2759.;;;aerobic;
Mycobacterium;Mycobacterium avium;paratuberculosis;Mycobacterium avium paratuberculosis;;;37;J. Clin. Microbiol., 1990, 28, 2561.|J. Clin. Microbiol., 1990, 28, 2561|Int. J. Syst. Bacteriol., 1990, 40, 254-260.;;Bovine, lymph node|Caprine, lymph node|Bovine, faeces;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=96
Mycobacterium;Mycobacterium avium;paratuberculosis ATCC 19851;Mycobacterium avium paratuberculosis ATCC 19851;;ATCC 19851|NCTC 8578;37;;;Human with Johne's disease;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=96
Mycobacterium;Mycobacterium avium;paratuberculosis ATCC 43015;Mycobacterium avium paratuberculosis ATCC 43015;;ATCC 43015;37;J. Clin. Microbiol., 1984, 20, 966|J. Clin. Microbiol., 1987, 25, 796|Dig. Dis. Sci., 1984, 29, 1073|Antimicrob. Agents Chemother., 1984, 26, 930|Infect. Immun., 1989, 57, 225.;;Girl with Crohn's disease, ileum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=96
Mycobacterium;Mycobacterium avium;paratuberculosis ATCC 43545;Mycobacterium avium paratuberculosis ATCC 43545;;ATCC 43545;37;J. Clin. Microbiol., 1987, 25, 796|J. Clin. Microbiol., 1984, 20, 966|J. Clin. Microbiol., 1986, 24, 357|Antimicrob. Agents Chemother., 1984, 26, 930.;;Human with Crohn's disease, intestinal tissue;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mycobacterium;Mycobacterium avium;paratuberculosis ATCC 49164;Mycobacterium avium paratuberculosis paratuberculosis ATCC 49164;;ATCC 49164;37;;;Human with Crohn's disease, intestine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=96
Mycobacterium;Mycobacterium avium;paratuberculosis DSM 44133;Mycobacterium avium paratuberculosis paratuberculosis DSM 44133;yes;ATCC 19698|DSM 44133;37;Int. J. Syst. Bacteriol., 1990, 40, 254|Int. J. Syst. Bacteriol., 1979, 29, 263|Int. J. Syst. Bacteriol., 1980, 30, 325|J. Clin. Microbiol., 1995, 33, 1050|Am. J. Vet. Res., 1964, 15, 1290.;;Cow, feces;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Mycobacterium;Mycobacterium barrassiae;;Mycobacterium barrassiae;yes;;30;J. Clin. Microbiol., 2006, 44, 3493-3498.;;Human, broncial lavage;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium basiliense;;Mycobacterium basiliense;yes;DSM 104308|CCOS 1136;30;Front. Microbiol., 2019, doi: 10.3389/fmicb.2018.03184.;;Human, bronchoalveolar lavage;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium boenickei;;Mycobacterium boenickei;yes;ATCC 49935|MF-657|DSM 44677|JCM 15653;37;Int. J. Syst. Evol. Microbiol., 2004, 54, 1653-1667|Int. J. Syst. Evol. Microbiol., 2005, 55, 3-5;;Leg wound;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bohemicum;;Mycobacterium bohemicum;;;37;;;Human, bronchopulmonary swab;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bohemicum;DSM 44277;Mycobacterium bohemicum DSM 44277;yes;CCUG 39919|DSM 44277|JCM 12402;37;Int. J. Syst. Bacteriol., 1998, 48, 1349|Int. J. Syst. Bacteriol., 1999, 49, 6.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bouchedurhonense;;Mycobacterium bouchedurhonense;yes;CCUG 56331|CSUR P34|JCM 30724;30;Int. J. Syst. Evol. Microbiol., 2009, 59, 2803-2808|Int. J. Syst. Evol. Microbiol., 2010, 60, 269-270.;;Human, spit;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=93
Mycobacterium;Mycobacterium bourgelatii;;Mycobacterium bourgelatii;yes;DSM 45746|JCM 30725;37;Int. J. Syst. Evol. Microbiol., 2014, 64, 697-699|Int. J. Syst. Evol. Microbiol., 2013, 63, 4669-4674.;;Bovine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bovis;;Mycobacterium bovis;;;37;J. Clin. Microbiol., 1998, 36, 2471-2476|PNAS, 2007, 104, 5596-5601|J. Clin. Microbiol., 2011, 49(9), 3292-3299.;;Bovine, tuberculosis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bovis;ATCC 35734;Mycobacterium bovis ATCC 35734;;ATCC 35734|CCUG 38152;37;;;Bovine milk;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=55
Mycobacterium;Mycobacterium bovis;CIPT103;Mycobacterium bovis CIPT103;;CIPT103|CPC 140020018;37;;;Human, meningitis;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT104;Mycobacterium bovis CIPT104;;CIPT104;37;;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT,106;Mycobacterium bovis CIPT,106;;CIPT,106|CPC 140020032;37;;;Human, bone;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT107;Mycobacterium bovis CIPT107;;CIPT107;37;;;Human;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT109;Mycobacterium bovis CIPT109;;CIPT109;37;;;;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT110;Mycobacterium bovis CIPT110;;CIPT110;37;;;;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT116;Mycobacterium bovis CIPT116;;CIPT116;37;;;;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT119;Mycobacterium bovis CIPT119;;CIPT119|CPC 140020049;37;;;Cat, lung biopsy;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT120;Mycobacterium bovis CIPT120;;CIPT120;37;;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT121;Mycobacterium bovis CIPT121;;CIPT121;37;;;Bovine, pulmonary lesion;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT 135;Mycobacterium bovis CIPT 135;;CIPT 135|CPC 140020034;37;;;Human, synovial aspirate;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT 136;Mycobacterium bovis CIPT 136;;CIPT 136|CPC 140020038;37;;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT171;Mycobacterium bovis CIPT171;;CIPT171;37;;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT43;Mycobacterium bovis CIPT43;;CIPT43;37;;;Human, sputum;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT44;Mycobacterium bovis CIPT44;;CIPT44|CPC 140020013;37;Int. J. Syst. Evol. Microbiol., 1978, 28 (4), 467-472.;;Human, gastric lavage;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT45;Mycobacterium bovis CIPT45;;CIPT45;37;;;Human,lymphatic node;aerobic;
Mycobacterium;Mycobacterium bovis;CIPT46;Mycobacterium bovis CIPT46;;CIPT46;37;;;Human, sputum;aerobic;
