# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	219	785	-	RRC94494.1			HNH endonuclease			EII11_09995	567	188	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	1184	1897	-							EII11_10000	714		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	1184	1897	-	RRC94495.1			trimeric intracellular cation channel family protein			EII11_10000	714	237	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	2050	2295	+							EII11_10005	246		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	2050	2295	+				YtxH domain-containing protein			EII11_10005	246		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	2601	3647	+							EII11_10010	1047		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	2601	3647	+	RRC94496.1			rubrerythrin family protein			EII11_10010	1047	348	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	3723	4493	+							EII11_10015	771		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	3723	4493	+	RRC94473.1			alpha/beta hydrolase			EII11_10015	771	256	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	4730	5863	-							EII11_10020	1134		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	4730	5863	-	RRC94497.1			kinase			EII11_10020	1134	377	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	6381	7955	+							EII11_10025	1575		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	6381	7955	+				DEAD/DEAH box helicase			EII11_10025	1575		pseudo
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	8946	10310	+							EII11_10030	1365		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	8946	10310	+				DUF3418 domain-containing protein			EII11_10030	1365		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	12143	12658	+							EII11_10035	516		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	12143	12658	+	RRC94474.1			DUF45 domain-containing protein			EII11_10035	516	171	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	12939	15668	+							EII11_10040	2730		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	12939	15668	+				hypothetical protein			EII11_10040	2730		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	17692	18249	+							EII11_10045	558		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	17692	18249	+	RRC94475.1			phosphoribosyltransferase			EII11_10045	558	185	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	18479	19201	+							EII11_10050	723		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	18479	19201	+	RRC94476.1			hypothetical protein			EII11_10050	723	240	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	19222	20169	-							EII11_10055	948		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	19222	20169	-	RRC94477.1			hemagglutinin			EII11_10055	948	315	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	20389	20922	-							EII11_10060	534		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	20389	20922	-	RRC94478.1			low molecular weight phosphotyrosine protein phosphatase			EII11_10060	534	177	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	21018	21695	-							EII11_10065	678		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	21018	21695	-	RRC94479.1			hypothetical protein			EII11_10065	678	225	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	21726	24113	-							EII11_10070	2388		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	21726	24113	-	RRC94480.1			hypothetical protein			EII11_10070	2388	795	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	24370	25191	+							EII11_10075	822		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	24370	25191	+	RRC94481.1			class F sortase			EII11_10075	822	273	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	25259	26011	-					mtnN		EII11_10080	753		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	25259	26011	-	RRC94482.1			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		EII11_10080	753	250	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	26184	26708	-							EII11_10085	525		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	26184	26708	-	RRC94498.1			S-ribosylhomocysteine lyase			EII11_10085	525	174	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	27044	28522	-							EII11_10090	1479		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	27044	28522	-	RRC94483.1			amino acid permease			EII11_10090	1479	492	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	28714	30045	-							EII11_10095	1332		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	28714	30045	-	RRC94484.1			MFS transporter			EII11_10095	1332	443	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	30135	31139	-							EII11_10100	1005		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	30135	31139	-	RRC94485.1			acetylxylan esterase			EII11_10100	1005	334	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	31142	33550	-							EII11_10105	2409		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	31142	33550	-	RRC94486.1			glycosyl hydrolase			EII11_10105	2409	802	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	33614	35140	-							EII11_10110	1527		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	33614	35140	-	RRC94487.1			glycoside hydrolase family 43 protein			EII11_10110	1527	508	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	35137	35988	-							EII11_10115	852		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	35137	35988	-	RRC94488.1			carbohydrate ABC transporter permease			EII11_10115	852	283	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	35985	37019	-							EII11_10120	1035		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	35985	37019	-	RRC94489.1			sugar ABC transporter permease			EII11_10120	1035	344	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	37028	38326	-							EII11_10125	1299		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	37028	38326	-	RRC94490.1			extracellular solute-binding protein			EII11_10125	1299	432	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	38516	39583	+							EII11_10130	1068		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	38516	39583	+	RRC94491.1			LacI family transcriptional regulator			EII11_10130	1068	355	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	40013	41101	-							EII11_10135	1089		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	40013	41101	-				endo-1,4-beta-xylanase			EII11_10135	1089		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	41441	42736	+							EII11_10140	1296		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	41441	42736	+	RRC94492.1			aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			EII11_10140	1296	431	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	42754	44220	+					nhaC		EII11_10145	1467		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000015.1	42754	44220	+	RRC94493.1			Na+/H+ antiporter NhaC	nhaC		EII11_10145	1467	488	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	625	2643	-							EII11_10150	2019		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	625	2643	-	RRC94464.1			serine/threonine protein kinase			EII11_10150	2019	672	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	2643	6917	-							EII11_10155	4275		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	2643	6917	-	RRC94465.1			FHA domain-containing protein			EII11_10155	4275	1424	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	6943	8223	-							EII11_10160	1281		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	6943	8223	-	RRC94466.1			amino acid ABC transporter substrate-binding protein			EII11_10160	1281	426	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	8228	11101	-							EII11_10165	2874		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	8228	11101	-	RRC94467.1			hypothetical protein			EII11_10165	2874	957	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	11384	11474	+							EII11_10170	91		partial
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000016.1	11384	11474	+	RRC94468.1			pyrophosphorylase			EII11_10170	91	30	partial
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	1	4625	-							EII11_10175	4625		partial
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	1	4625	-	RRC94459.1			type IV secretion protein Rhs			EII11_10175	4625	1542	partial
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	4859	5608	-							EII11_10180	750		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	4859	5608	-	RRC94460.1			LytR family transcriptional regulator			EII11_10180	750	249	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	5681	6379	-							EII11_10185	699		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	5681	6379	-	RRC94462.1			anaerobic ribonucleoside-triphosphate reductase activating protein			EII11_10185	699	232	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	6495	8465	-							EII11_10190	1971		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000017.1	6495	8465	-	RRC94461.1			ribonucleoside triphosphate reductase			EII11_10190	1971	656	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000018.1	1	98	+							EII11_10195	98		partial
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000018.1	1	98	+	RRC94456.1			pyrophosphorylase			EII11_10195	98	31	partial
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000018.1	269	5761	+							EII11_10200	5493		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000018.1	269	5761	+	RRC94457.1			type IV secretion protein Rhs			EII11_10200	5493	1830	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	1	2841	-							EII11_10205	2841		partial
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	1	2841	-	RRC94451.1			NACHT domain-containing protein			EII11_10205	2841	947	partial
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	2838	3347	-							EII11_10210	510		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	2838	3347	-	RRC94452.1			TIR domain-containing protein			EII11_10210	510	169	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	3913	5346	+							EII11_10215	1434		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000019.1	3913	5346	+	RRC94453.1			NAD-dependent malic enzyme			EII11_10215	1434	477	
gene	rRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000020.1	82	3207	-							EII11_10220	3126		
rRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000020.1	82	3207	-				23S ribosomal RNA			EII11_10220	3126		
gene	rRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000020.1	3536	5084	-							EII11_10225	1549		
rRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000020.1	3536	5084	-				16S ribosomal RNA			EII11_10225	1549		
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	879	3596	+							EII11_04075	2718		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	879	3596	+	RRC95464.1			hypothetical protein			EII11_04075	2718	905	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	3723	4550	+							EII11_04080	828		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	3723	4550	+	RRC95709.1			ABC transporter permease			EII11_04080	828	275	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	4556	5833	+							EII11_04085	1278		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	4556	5833	+	RRC95465.1			ABC transporter ATP-binding protein			EII11_04085	1278	425	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	6051	6878	+							EII11_04090	828		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	6051	6878	+	RRC95466.1			glycosyltransferase			EII11_04090	828	275	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	6887	8944	+							EII11_04095	2058		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	6887	8944	+	RRC95467.1			glycosyl transferase family 2			EII11_04095	2058	685	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	9089	10045	-							EII11_04100	957		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	9089	10045	-	RRC95468.1			glycosyltransferase family 2 protein			EII11_04100	957	318	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	10042	11313	-							EII11_04105	1272		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	10042	11313	-	RRC95469.1			hypothetical protein			EII11_04105	1272	423	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	11320	12321	-							EII11_04110	1002		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	11320	12321	-	RRC95470.1			glycosyltransferase family 2 protein			EII11_04110	1002	333	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	12299	13852	-							EII11_04115	1554		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	12299	13852	-	RRC95471.1			DUF2142 domain-containing protein			EII11_04115	1554	517	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	13821	14918	-							EII11_04120	1098		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	13821	14918	-	RRC95472.1			UDP-N-acetylglucosamine 2-epimerase			EII11_04120	1098	365	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	14950	15306	-							EII11_04125	357		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	14950	15306	-	RRC95473.1			DUF2304 domain-containing protein			EII11_04125	357	118	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	15303	16034	-							EII11_04130	732		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	15303	16034	-	RRC95474.1			glycosyltransferase family 2 protein			EII11_04130	732	243	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	16047	16910	-					rfbA		EII11_04135	864		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	16047	16910	-	RRC95475.1			glucose-1-phosphate thymidylyltransferase	rfbA		EII11_04135	864	287	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	16978	18288	-							EII11_04140	1311		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	16978	18288	-	RRC95476.1			nucleotide sugar dehydrogenase			EII11_04140	1311	436	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	18356	19624	-							EII11_04145	1269		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	18356	19624	-	RRC95477.1			glycosyltransferase			EII11_04145	1269	422	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	19909	20973	+							EII11_04150	1065		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	19909	20973	+	RRC95478.1			UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)			EII11_04150	1065	354	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	21017	22237	-							EII11_04155	1221		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	21017	22237	-	RRC95479.1			glycosyltransferase			EII11_04155	1221	406	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	22234	23529	-							EII11_04160	1296		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	22234	23529	-	RRC95480.1			polysaccharide biosynthesis protein			EII11_04160	1296	431	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000003.1	23526	24722	-							EII11_04165	1197		
